ASX Listed Companies (1 May 2020),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
LON,Longtable Group Ltd,Consumer Staples,"30,053,000",0.002,,,
LOT,Lotus Resources Ltd,Materials,"39,191,800",0.002,,,
LOV,Lovisa Holdings Ltd,Consumer Discretionary,"803,798,000",0.042,,,
LPD,Lepidico Ltd,Materials,"37,069,300",0.002,,,
LPDRC,Lepidico Ltd,,"514,852",0,,,
LPE,Locality Planning Energy Holdings Ltd,Utilities,"10,042,100",0.001,,,
LPI,Lithium Power International Ltd,Materials,"35,506,900",0.002,,,
LRM,Lustrum Minerals Ltd,Energy,"1,573,040",0,,,
LRS,Latin Resources Ltd,Materials,"1,093,190",0,,,
LRT,Lowell Resources Fund,,"16,823,200",0.001,,,
LSA,Lachlan Star Ltd,Materials,"4,523,190",0,,,
LSF,L1 Long Short Fund Ltd,,"700,750,000",0.036,,,
LSH,Lifespot Health Ltd,Health Care,"3,157,100",0,,,
LSR,Lodestar Minerals Ltd,Materials,"5,116,810",0,,,
LSX,Lion Selection Group Ltd,,"58,555,100",0.003,,,
LTR,Liontown Resources Ltd,Materials,"177,868,000",0.009,,,
LVE,Love Group Global Ltd,Information Technology,"2,634,720",0,,,
LVH,Livehire Ltd,Information Technology,"84,666,000",0.004,,,
LVT,Livetiles Ltd,Information Technology,"202,955,000",0.011,,,
LYC,Lynas Corporation Ltd,Materials,"1,216,930,000",0.063,,,
LYL,Lycopodium Ltd,Industrials,"174,822,000",0.009,,,
M7T,MACH7 Technologies Ltd,Health Care,"107,869,000",0.006,,,
M8S,M8 Sustainable Ltd,Industrials,"19,305,000",0.001,,,
MA1,Monash Absolute Investment Company Ltd,,"39,673,500",0.002,,,
MAD,Mader Group Ltd,Industrials,"160,000,000",0.008,,,
MAG,Magmatic Resources Ltd,Materials,"47,346,300",0.002,,,
MAH,Macmahon Holdings Ltd,Materials,"474,097,000",0.025,,,
MAI,Mainstream Group Holdings Ltd,Financials,"52,077,600",0.003,,,
MAM,Microequities Asset Management Group Ltd,Financials,"37,874,000",0.002,,,
MAN,Mandrake Resources Ltd,Materials,"4,331,530",0,,,
MAQ,Macquarie Telecom Group Ltd,,"576,178,000",0.03,,,
MAT,Matsa Resources Ltd,Materials,"28,364,700",0.001,,,
MAU,Magnetic Resources NL,Materials,"157,617,000",0.008,,,
MAUCA,Magnetic Resources NL,,"9,188,490",0,,,
MAX,Millinium's Alternatives Fund,,"5,997,230",0,,,
MAY,Melbana Energy Ltd,Energy,"6,950,550",0,,,
MBK,Metal Bank Ltd,Materials,"6,180,050",0,,,
MBM,Mobecom Ltd,Information Technology,"11,645,400",0.001,,,
MCA,Murray Cod Australia Ltd,Consumer Staples,"64,375,200",0.003,,,
MCB,MCB Resources Ltd,Energy,"1,798,550",0,,,
MCE,Matrix Composites & Engineering Ltd,Energy,"19,441,100",0.001,,,
MCM,MC Mining Ltd,Energy,"21,868,700",0.001,,,
MCP,Mcpherson's Ltd,Consumer Staples,"283,046,000",0.015,,,
MCR,Mincor Resources NL,Materials,"214,524,000",0.011,,,
MCT,Metalicity Ltd,Materials,"2,169,630",0,,,
MCX,Mariner Corporation Ltd,Financials,"3,171,510",0,,,
MCY,Mercury NZ Ltd,Utilities,"5,788,600,000",0.301,,,
MDC,Medlab Clinical Ltd,Health Care,"55,973,200",0.003,,,
MDI,Middle Island Resources Ltd,Materials,"21,183,300",0.001,,,
MDR,Medadvisor Ltd,Health Care,"115,592,000",0.006,,,
MDX,Mindax Ltd,Materials,"2,829,420",0,,,
MEA,Mcgrath Ltd,Real Estate,"30,033,000",0.002,,,
MEB,Medibio Ltd,Health Care,"6,965,910",0,,,
MEC,Morphic Ethical Equities Fund Ltd,Financials,"43,584,300",0.002,,,
MEI,Meteoric Resources NL,Materials,"14,590,900",0.001,,,
MEL,Metgasco Ltd,Energy,"8,593,230",0,,,
MEM,Memphasys Ltd,Health Care,"36,190,700",0.002,,,
MEP,Minotaur Exploration Ltd,Materials,"15,543,600",0.001,,,
MEQ,Metlifecare Limited Foreign Exempt NZX,Health Care,0,0,,,
MEU,Marmota Ltd,Energy,"32,124,900",0.002,,,
MEY,Marenica Energy Ltd,Energy,"8,591,440",0,,,
MEZ,Meridian Energy Ltd,Utilities,"5,448,500,000",0.283,,,
MFD,Mayfield Childcare Ltd,Consumer Discretionary,"22,602,000",0.001,,,
MFF,MFF Capital Investments Ltd,,"1,624,000,000",0.084,,,
MFG,Magellan Financial Group Ltd,Financials,"9,299,940,000",0.483,,,
MGC,MG Unit Trust,,"95,439,200",0.005,,,
MGE,Magellan Global Equities Fund (Managed Fund),,"1,668,430,000",0.087,,,
MGG,Magellan Global Trust,,"2,207,990,000",0.115,,,
MGL,Magontec Ltd,Materials,"17,101,100",0.001,,,
MGR,Mirvac Group,Real Estate,"8,812,030,000",0.458,,,
MGT,Magnetite Mines Ltd,Materials,"4,342,080",0,,,
MGU,Magnum Mining and Exploration Ltd,Materials,"12,184,000",0.001,,,
MGV,Musgrave Minerals Ltd,Materials,"48,716,300",0.003,,,
MGX,Mount Gibson Iron Ltd,Materials,"735,128,000",0.038,,,
MGZ,Medigard Ltd,Health Care,"3,449,360",0,,,
MHC,Manhattan Corporation Ltd,Energy,"10,136,500",0.001,,,
MHD,Millennium Ltd,Consumer Discretionary,"6,350,860",0,,,
MHG,Magellan Global Equities Fund(Currency Hedged)(MF),,"159,558,000",0.008,,,
MHH,Magellan High Conviction Trust,,"880,156,000",0.046,,,
MHI,Merchant House International Ltd,Consumer Discretionary,"7,069,990",0,,,
MHJ,Michael Hill International Ltd,Consumer Discretionary,"135,721,000",0.007,,,
MICH,Magellan Infrastructure Fund (Currency Hedged)(Managed Fund),,"572,227,000",0.03,,,
MIH,MNC Media Investment Ltd,Communication Services,"4,080,040",0,,,
MIL,Millennium Services Group Ltd,Industrials,"12,859,900",0.001,,,
MIN,Mineral Resources Ltd,Materials,"3,162,520,000",0.164,,,
MIO,Macarthur Minerals Ltd,Materials,"9,829,090",0.001,,,
MIR,Mirrabooka Investments Ltd,,"336,142,000",0.017,,,
MJC,Mejority Capital Ltd,Financials,"3,085,570",0,,,
MKG,Mako Gold Ltd,Materials,"4,270,660",0,,,
MLD,Maca Ltd,Materials,"196,986,000",0.01,,,
MLL,Mali Lithium Ltd,Materials,"21,897,000",0.001,,,
MLM,Metallica Minerals Ltd,Materials,"3,238,920",0,,,
MLS,Metals Australia Ltd,Materials,"3,207,350",0,,,
MLT,Milton Corporation Ltd,,"2,584,610,000",0.134,,,
MLX,Metals X Ltd,Materials,"72,581,300",0.004,,,
MME,Moneyme Ltd,Financials,"155,038,000",0.008,,,
MMI,Metro Mining Ltd,Materials,"136,112,000",0.007,,,
MMJ,MMJ Group Holdings Ltd,,"29,894,000",0.002,,,
MML,Medusa Mining Ltd,Materials,"141,300,000",0.007,,,
MMM,Marley Spoon AG,Consumer Discretionary,"159,491,000",0.008,,,
MMR,Mec Resources Ltd,Energy,"2,737,800",0,,,
MMS,Mcmillan Shakespeare Ltd,Industrials,"516,132,000",0.027,,,
MNB,Minbos Resources Ltd,Materials,"5,654,560",0,,,
MND,Monadelphous Group Ltd,Industrials,"1,067,740,000",0.055,,,
MNF,MNF Group Ltd,,"391,205,000",0.02,,,
MNRS,Betashares Global Gold Miners ETF - Currency Hedged,,"20,481,200",0.001,,,
MNS,Magnis Energy Technologies Ltd,Materials,"32,895,300",0.002,,,
MNW,Mint Payments Ltd,Information Technology,"5,462,880",0,,,
MNY,MONEY3 Corporation Ltd,Financials,"294,603,000",0.015,,,
MOAT,Vaneck Vectors Morningstar Wide Moat ETF,,"163,415,000",0.008,,,
MOB,Mobilicom Ltd,Information Technology,"12,896,800",0.001,,,
MOC,Mortgage Choice Ltd,Financials,"86,248,200",0.004,,,
MOE,Moelis Australia Ltd,Financials,"350,647,000",0.018,,,
MOGL,Montgomery Global Equities Fund (Managed Fund),,"81,107,200",0.004,,,
MOH,Moho Resources Ltd,Materials,"3,273,800",0,,,
MONY,Ubs IQ Cash ETF,,"1,902,180",0,,,
MOQ,MOQ Ltd,Information Technology,"23,070,300",0.001,,,
MOT,MCP Income Opportunities Trust,,"276,012,000",0.014,,,
MOY,Millennium Minerals Ltd,Materials,"45,465,000",0.002,,,
MOZ,Mosaic Brands Ltd,Consumer Discretionary,"55,183,400",0.003,,,
MP1,Megaport Ltd,Information Technology,"1,805,820,000",0.094,,,
MPH,Mediland Pharm Ltd,Consumer Discretionary,"50,042,200",0.003,,,
MPL,Medibank Private Ltd,Financials,"7,435,810,000",0.386,,,
MPO,Molopo Energy Ltd,Energy,"34,865,700",0.002,,,
MPP,Metro Performance Glass Ltd,Industrials,"31,514,300",0.002,,,
MPR,Mpower Group Ltd,Financials,"1,906,160",0,,,
MPW,MSL Solutions Ltd,Information Technology,"12,568,100",0.001,,,
MPX,Mustera Property Group Ltd,Real Estate,"28,891,300",0.002,,,
MQG,Macquarie Group Ltd,Financials,"36,380,800,000",1.891,,,
MQR,Marquee Resources Ltd,Materials,"2,289,960",0,,,
MRC,Mineral Commodities Ltd,Materials,"96,874,100",0.005,,,
MRD,Mount Ridley Mines Ltd,Materials,"2,682,790",0,,,
MRG,Murray River Organics Group Ltd,Consumer Staples,"28,674,600",0.001,,,
MRL,Mayur Resources Ltd,Materials,"46,024,700",0.002,,,
MRM,Mma Offshore Ltd,Energy,"73,132,800",0.004,,,
MRQ,MRG Metals Ltd,Materials,"8,465,210",0,,,
MRR,Minrex Resources Ltd,Materials,"1,988,780",0,,,
MRV,Moreton Resources Ltd,Energy,"9,320,310",0,,,
MRZ,Mont Royal Resources Ltd,Materials,"4,953,660",0,,,
MSB,Mesoblast Ltd,Health Care,"1,805,240,000",0.094,,,
MSE,Metalsearch Ltd,Materials,"10,589,000",0.001,,,
MSG,MCS Services Ltd,Industrials,"2,813,170",0,,,
MSI,Multistack International Ltd,Industrials,"1,347,650",0,,,
MSM,MSM Corporation International Ltd,Communication Services,"8,393,370",0,,,
MSR,Manas Resources Ltd,Materials,"5,286,320",0,,,
MSTR,Morningstar International Shares Active ETF (Managed Fund),,"9,922,260",0.001,,,
MSV,Mitchell Services Ltd,Materials,"84,676,500",0.004,,,
MTB,Mount Burgess Mining NL,Materials,"1,596,390",0,,,
MTC,Metalstech Ltd,Materials,"8,460,740",0,,,
MTH,Mithril Resources Ltd,Materials,"2,942,340",0,,,
MTL,Manalto Ltd,Information Technology,"3,642,390",0,,,
MTO,Motorcycle Holdings Ltd,Consumer Discretionary,"48,748,300",0.003,,,
MTS,Metcash Ltd,Consumer Staples,"2,530,830,000",0.132,,,
MVA,Vaneck Vectors Australian Property ETF,,"197,629,000",0.01,,,
MVB,Vaneck Vectors Australian Banks ETF,,"36,453,800",0.002,,,
MVE,Vaneck Vectors S&P/ASX Midcap ETF,,"108,699,000",0.006,,,
MVF,Monash Ivf Group Ltd,Health Care,"140,293,000",0.007,,,
MVOL,Ishares Edge MSCI Australia Minimum Volatility ETF,,"40,817,800",0.002,,,
MVP,Medical Developments International Ltd,Health Care,"494,145,000",0.026,,,
MVR,Vaneck Vectors Australian Resources ETF,,"49,715,700",0.003,,,
MVS,Vaneck Vectors Small Companies Masters ETF,,"56,700,700",0.003,,,
MVW,Vaneck Vectors Australian EQUAL Weight ETF,,"984,238,000",0.051,,,
MWR,MGM Wireless Ltd,Communication Services,"12,601,600",0.001,,,
MWY,Midway Ltd,Materials,"87,336,200",0.005,,,
MX1,Micro-X Ltd,Health Care,"45,315,500",0.002,,,
MXC,MGC Pharmaceuticals Ltd,Health Care,"40,451,200",0.002,,,
MXI,Maxitrans Industries Ltd,Industrials,"29,612,100",0.002,,,
MXR,Maximus Resources Ltd,Materials,"1,436,130",0,,,
MXT,MCP Master Income Trust,,"1,206,860,000",0.063,,,
MYE,Mastermyne Group Ltd,Materials,"79,269,300",0.004,,,
MYL,Myanmar Metals Ltd,Materials,"72,512,300",0.004,,,
MYQ,Myfiziq Ltd,Information Technology,"21,437,500",0.001,,,
MYR,Myer Holdings Ltd,Consumer Discretionary,"164,256,000",0.009,,,
MYS,Mystate Ltd,Financials,"361,595,000",0.019,,,
MYX,Mayne Pharma Group Ltd,Health Care,"696,813,000",0.036,,,
MZI,MZI Resources Ltd,Materials,"4,754,800",0,,,
MZZ,Matador Mining Ltd,Materials,"21,778,800",0.001,,,
N1H,N1 Holdings Ltd,Financials,"6,687,560",0,,,
NAB,National Australia Bank Ltd,Financials,"50,611,200,000",2.63,,,
NAC,Naos Ex-50 Opportunities Company Ltd,,"32,062,100",0.002,,,
NAE,New Age Exploration Ltd,Energy,"2,666,340",0,,,
NAG,Nagambie Resources Ltd,Materials,"25,496,600",0.001,,,
NAM,Namoi Cotton Ltd,Industrials,"43,500,400",0.002,,,
NAN,Nanosonics Ltd,Health Care,"2,076,760,000",0.108,,,
NBI,NB Global Corporate Income Trust,,"750,817,000",0.039,,,
NC6,Nanollose Ltd,Health Care,"1,875,000",0,,,
NCC,Naos Emerging Opportunities Company Ltd,,"46,956,100",0.002,,,
NCK,Nick Scali Ltd,Consumer Discretionary,"376,650,000",0.02,,,
NCL,Netccentric Ltd,Communication Services,"7,350,000",0,,,
NCM,Newcrest Mining Ltd,Materials,"21,183,700,000",1.101,,,
NCR,Nucoal Resources Ltd,Materials,"5,380,290",0,,,
NCZ,New Century Resources Ltd,Materials,"128,686,000",0.007,,,
NDIA,ETFs Reliance India Nifty 50 ETF,,"11,037,600",0.001,,,
NDQ,Betashares Nasdaq 100 ETF,,"779,559,000",0.041,,,
NEA,Nearmap Ltd,Information Technology,"689,998,000",0.036,,,
NEC,Nine Entertainment Co. Holdings Ltd,Communication Services,"2,430,190,000",0.126,,,
NES,Nelson Resources Ltd,Materials,"2,007,230",0,,,
NET,Netlinkz Ltd,Information Technology,"99,784,800",0.005,,,
NEU,Neuren Pharmaceuticals Ltd,Health Care,"150,753,000",0.008,,,
NEW,NEW Energy Solar,Utilities,"371,009,000",0.019,,,
NGE,NGE Capital Ltd,,"16,536,100",0.001,,,
NGI,Navigator Global Investments Ltd,Financials,"210,792,000",0.011,,,
NGY,Nuenergy Gas Ltd,Energy,"17,771,500",0.001,,,
NHC,New Hope Corporation Ltd,Energy,"1,284,990,000",0.067,,,
NHF,Nib Holdings Ltd,Financials,"2,247,550,000",0.117,,,
NIC,Nickel Mines Ltd,Materials,"761,818,000",0.04,,,
NIU,Niuminco Group Ltd,Materials,"2,800,160",0,,,
NME,NEX Metals Exploration Ltd,Materials,"3,276,700",0,,,
NML,Navarre Minerals Ltd,Materials,"52,606,600",0.003,,,
NMT,Neometals Ltd,Materials,"89,845,300",0.005,,,
NNT,99 Technology Ltd,Information Technology,"63,782,600",0.003,,,
NOR,Norwood Systems Ltd,Information Technology,"6,621,300",0,,,
NOV,Novatti Group Ltd,Information Technology,"33,214,000",0.002,,,
NOX,Noxopharm Ltd,Health Care,"31,980,100",0.002,,,
NSB,Neuroscientific Biopharmaceuticals Ltd,Health Care,"10,626,300",0.001,,,
NSC,Naos Small Cap Opportunities Company Ltd,,"78,049,500",0.004,,,
NSE,New Standard Energy Ltd,Energy,"3,555,000",0,,,
NSR,National Storage REIT,Real Estate,"1,373,890,000",0.071,,,
NST,Northern Star Resources Ltd,Materials,"9,465,220,000",0.492,,,
NSX,NSX Ltd,Financials,"26,855,900",0.001,,,
NTD,National Tyre & Wheel Ltd,Consumer Discretionary,"26,751,700",0.001,,,
NTI,Neurotech International Ltd,Health Care,"2,582,590",0,,,
NTL,New Talisman Gold Mines Ltd,Materials,"16,153,100",0.001,,,
NTM,NTM Gold Ltd,Materials,"52,943,200",0.003,,,
NTO,Nitro Software Ltd,Information Technology,"255,539,000",0.013,,,
NTU,Northern Minerals Ltd,Materials,"71,421,100",0.004,,,
NUC,Nuchev Ltd,Consumer Staples,"102,017,000",0.005,,,
NUF,Nufarm Ltd,Materials,"1,997,190,000",0.104,,,
NUH,Nuheara Ltd,Information Technology,"17,315,400",0.001,,,
NUS,Nusantara Resources Ltd,Materials,"42,245,700",0.002,,,
NVA,Nova Minerals Ltd,Materials,"47,166,800",0.002,,,
NVO,Nvoi Ltd,Communication Services,"13,479,500",0.001,,,
NVU,Nanoveu Ltd,Information Technology,"4,643,170",0,,,
NVX,Novonix Ltd,Information Technology,"45,752,500",0.002,,,
NWC,New World Resources Ltd,Materials,"11,351,400",0.001,,,
NWE,Norwest Energy NL,Energy,"14,203,400",0.001,,,
NWF,Newfield Resources Ltd,Materials,"110,447,000",0.006,,,
NWH,NRW Holdings Ltd,Industrials,"727,499,000",0.038,,,
NWL,Netwealth Group Ltd,Financials,"1,804,110,000",0.094,,,
NWM,Norwest Minerals Ltd,Materials,"8,844,160",0,,,
NWS,News Corporation,Communication Services,"831,242,000",0.043,,,
NWSLV,News Corporation,Consumer Discretionary,"277,102,000",0.014,,,
NXE,New Energy Minerals Ltd,Materials,"1,199,530",0,,,
NXM,Nexus Minerals Ltd,Materials,"4,729,620",0,,,
NXS,Next Science Ltd,Health Care,"196,606,000",0.01,,,
NXT,NEXTDC Ltd,Information Technology,"3,819,830,000",0.199,,,
NYR,Nyrada Inc,Health Care,"14,073,500",0.001,,,
NZK,New Zealand King Salmon Investments Ltd,Consumer Staples,"243,225,000",0.013,,,
NZM,NZME Ltd,Communication Services,"32,431,700",0.002,,,
NZS,New Zealand Coastal Seafoods Ltd,Consumer Staples,"4,472,840",0,,,
OAR,Oakdale Resources Ltd,Materials,"1,862,960",0,,,
OAU,Ora Gold Ltd,Materials,"12,276,500",0.001,,,
OBJ,OBJ Limited,Health Care,"27,141,900",0.001,,,
OBL,Omni Bridgeway Ltd,Financials,"1,004,460,000",0.052,,,
OBM,Ora Banda Mining Ltd,Materials,"117,464,000",0.006,,,
OCA,Oceania Healthcare Ltd,Health Care,"445,000,000",0.023,,,
OCC,Orthocell Ltd,Health Care,"61,874,100",0.003,,,
OCL,Objective Corporation Ltd,Information Technology,"569,910,000",0.03,,,
ODA,Orcoda Ltd,Information Technology,"12,184,000",0.001,,,
ODM,Odin Metals Ltd,Materials,"7,357,860",0,,,
ODY,Odyssey Energy Ltd,Energy,"14,083,800",0.001,,,
OEC,Orbital Corporation Ltd,Industrials,"67,500,600",0.004,,,
OEL,Otto Energy Ltd,Energy,"28,595,100",0.001,,,
OEQ,Orion Equities Ltd,Financials,"872,905",0,,,
OEX,OILEX Ltd,Energy,"6,852,640",0,,,
OFX,OFX Group Ltd,Financials,"297,623,000",0.015,,,
OGA,Ocean Grown Abalone Ltd,Consumer Staples,"21,078,000",0.001,,,
OGC,Oceanagold Corporation,Materials,"175,775,000",0.009,,,
OGX,Orinoco Gold Ltd,Materials,"4,271,640",0,,,
OIL,Optiscan Imaging Ltd,Health Care,"19,588,900",0.001,,,
OKJ,Oakajee Corporation Ltd,Materials,"2,260,210",0,,,
OKR,Okapi Resources Ltd,Materials,"4,685,570",0,,,
OKU,Oklo Resources Ltd,Materials,"151,140,000",0.008,,,
OLH,Oldfields Holdings Ltd,Industrials,"11,739,500",0.001,,,
OLI,Oliver's Real Food Ltd,Consumer Discretionary,"10,829,300",0.001,,,
OLL,Openlearning Ltd,Information Technology,"15,710,000",0.001,,,
OLV,Otherlevels Holdings Ltd,Information Technology,"1,701,210",0,,,
OMH,Om Holdings Ltd,Materials,"262,211,000",0.014,,,
OML,Ooh!Media Ltd,Communication Services,"612,501,000",0.032,,,
ONE,Oneview Healthcare Plc,Health Care,"9,873,060",0.001,,,
ONT,1300 Smiles Ltd,Health Care,"118,392,000",0.006,,,
ONX,Orminex Ltd,Materials,"18,214,200",0.001,,,
OOK,Ookami Ltd,Information Technology,"7,496,270",0,,,
OOO,Betashares Crude Oil INDEX ETF-Currency Hedged (Synthetic),,"27,601,400",0.001,,,
OPC,Opticomm Ltd,,"455,848,000",0.024,,,
OPH,Ophir High Conviction Fund,,"471,999,000",0.025,,,
OPL,Opyl Ltd,Information Technology,"2,071,440",0,,,
OPT,Opthea Ltd,Health Care,"632,521,000",0.033,,,
OPY,Openpay Group Ltd,Financials,"57,530,400",0.003,,,
ORA,Orora Ltd,Materials,"3,101,180,000",0.161,,,
ORE,Orocobre Ltd,Materials,"631,770,000",0.033,,,
ORG,Origin Energy Ltd,Energy,"9,792,330,000",0.509,,,
ORI,Orica Ltd,Materials,"7,268,980,000",0.378,,,
ORM,Orion Metals Ltd,Materials,"9,181,750",0,,,
ORN,Orion Minerals Ltd,Materials,"43,493,400",0.002,,,
ORR,Orecorp Ltd,Materials,"89,423,900",0.005,,,
OSH,Oil Search Ltd,Energy,"6,218,890,000",0.323,,,
OSL,Oncosil Medical Ltd,Health Care,"68,260,300",0.004,,,
OSP,Osprey Medical Inc,Health Care,"5,181,570",0,,,
OSX,Osteopore Ltd,Health Care,"34,788,700",0.002,,,
OTW,Over the Wire Holdings Ltd,Information Technology,"149,239,000",0.008,,,
OVH,Onevue Holdings Ltd,Financials,"60,282,900",0.003,,,
OVN,Oventus Medical Ltd,Health Care,"37,201,000",0.002,,,
OVT,Ovato Ltd,Industrials,"11,712,100",0.001,,,
OXX,Octanex Ltd,Energy,"3,272,560",0,,,
OZF,SPDR S&P/ASX 200 Financials Ex A-REIT Fund,,"59,575,100",0.003,,,
OZG,Ozgrowth Ltd,,"51,223,200",0.003,,,
OZL,OZ Minerals Ltd,Materials,"2,907,970,000",0.151,,,
OZR,SPDR S&P/ASX 200 Resources Fund,,"69,672,800",0.004,,,
P2P,P2P Transport Ltd,Industrials,"4,131,330",0,,,
PAA,Pharmaust Ltd,Health Care,"30,202,100",0.002,,,
PAB,PATRYS Ltd,Health Care,"15,016,300",0.001,,,
PAC,Pacific Current Group Ltd,Financials,"241,086,000",0.013,,,
PAF,PM Capital Asian Opportunities Fund Ltd,,"41,480,200",0.002,,,
PAI,Platinum Asia Investments Ltd,,"352,838,000",0.018,,,
PAK,Pacific American Holdings Ltd,Materials,"1,799,210",0,,,
PAL,Palla Pharma Ltd,Health Care,"85,644,600",0.004,,,
PAN,Panoramic Resources Ltd,Materials,"91,575,600",0.005,,,
PAR,Paradigm Biopharmaceuticals Ltd,Health Care,"438,238,000",0.023,,,
PAXX,Platinum Asia Fund (Quoted Managed Hedge Fund),,"140,408,000",0.007,,,
PBH,Pointsbet Holdings Ltd,Consumer Discretionary,"559,048,000",0.029,,,
PBP,Probiotec Ltd,Health Care,"148,810,000",0.008,,,
PBX,Pacific Bauxite Ltd,Materials,"1,189,840",0,,,
PCG,Pengana Capital Group Ltd,Financials,"100,451,000",0.005,,,
PCH,Property Connect Holdings Ltd,Communication Services,"685,863",0,,,
PCI,Perpetual Credit Income Trust,,"388,324,000",0.02,,,
PCK,Painchek Ltd,Health Care,"129,440,000",0.007,,,
PCL,Pancontinental Oil & Gas NL,Energy,"5,406,720",0,,,
PDI,Predictive Discovery Ltd,Materials,"44,211,300",0.002,,,
PDL,Pendal Group Ltd,Financials,"1,781,870,000",0.093,,,
PDN,Paladin Energy Ltd,Energy,"212,929,000",0.011,,,
PDZ,Prairie Mining Ltd,Materials,"26,534,400",0.001,,,
PE1,Pengana Private Equity Trust,,"249,703,000",0.013,,,
PEC,Perpetual Resources Ltd,Materials,"11,000,700",0.001,,,
PEK,Peak Resources Ltd,Materials,"28,106,100",0.001,,,
PEL,Pelican Resources Ltd,Materials,"6,946,050",0,,,
PEN,Peninsula Energy Ltd,Energy,"47,256,900",0.002,,,
PET,Phoslock Environmental Technologies Ltd,Industrials,"315,111,000",0.016,,,
PEX,Peel Mining Ltd,Materials,"36,552,500",0.002,,,
PFG,Prime Financial Group Ltd,Financials,"8,917,070",0,,,
PFP,Propel Funeral Partners Ltd,Consumer Discretionary,"267,573,000",0.014,,,
PG1,Pearl Global Ltd,Industrials,"22,436,800",0.001,,,
PGC,Paragon Care Ltd,Health Care,"55,751,100",0.003,,,
PGF,PM Capital Global Opportunities Fund Ltd,,"320,529,000",0.017,,,
PGG,Partners Group Global Income Fund,,"412,594,000",0.021,,,
PGH,Pact Group Holdings Ltd,Materials,"658,748,000",0.034,,,
PGI,Panterra Gold Ltd,Materials,"5,463,970",0,,,
PGL,Prospa Group Ltd,Financials,"149,249,000",0.008,,,
PGM,Platina Resources Ltd,Materials,"4,567,860",0,,,
PGR,The Pas Group Ltd,Consumer Discretionary,"7,518,000",0,,,
PGX,Primero Group Ltd,Industrials,"37,887,800",0.002,,,
PGY,Pilot Energy Ltd,Energy,"953,648",0,,,
PIA,Pengana International Equities Ltd,,"252,519,000",0.013,,,
PIC,Perpetual Equity Investment Company Ltd,,"295,656,000",0.015,,,
PIL,Peppermint Innovation Ltd,Information Technology,"11,412,500",0.001,,,
PIN,Pinchme.com Inc,Industrials,"12,039,300",0.001,,,
PIO,Pioneer Resources Ltd,Materials,"18,105,100",0.001,,,
PIQ,Proteomics International Laboratories Ltd,Health Care,"30,320,700",0.002,,,
PIXX,Platinum International Fund (Quoted Managed Hedge Fund),,"332,181,000",0.017,,,
PKD,Parkd Ltd,Industrials,"3,757,500",0,,,
PKO,Peako Ltd,Energy,"1,142,260",0,,,
PKS,PKS Holdings Ltd,Health Care,"18,171,200",0.001,,,
PL8,Plato Income Maximiser Ltd,,"445,570,000",0.023,,,
PLC,PLC Financial Solutions Ltd,Financials,"2,089,240",0,,,
PLL,Piedmont Lithium Ltd,Materials,"80,979,400",0.004,,,
PLS,Pilbara Minerals Ltd,Materials,"489,215,000",0.025,,,
PLUS,Vaneck Vectors Australian Corporate Bond Plus ETF,,"264,113,000",0.014,,,
PLX,Pyrolyx AG,Materials,"48,416,000",0.003,,,
PM1,Pure Minerals Ltd,Materials,"6,557,890",0,,,
PM8,Pensana Rare EARTHS Plc,Materials,"30,518,200",0.002,,,
PMC,Platinum Capital Ltd,,"355,844,000",0.018,,,
PME,Pro Medicus Ltd,Health Care,"2,719,250,000",0.141,,,
PMGOLD,Gold Corporation,,"8,368,650,000",0.435,,,
PMV,Premier Investments Ltd,Consumer Discretionary,"2,464,280,000",0.128,,,
PMY,Pacifico Minerals Ltd,Materials,"14,440,500",0.001,,,
PNC,Pioneer Credit Ltd,Financials,"15,532,600",0.001,,,
PNI,Pinnacle Investment Management Group Ltd,Financials,"736,851,000",0.038,,,
PNL,Paringa Resources Ltd,Energy,"25,944,100",0.001,,,
PNN,Pepinnini Lithium Ltd,Materials,"2,933,860",0,,,
PNR,Pantoro Ltd,Materials,"170,512,000",0.009,,,
PNV,Polynovo Ltd,Health Care,"1,434,560,000",0.075,,,
PNW,Pacific Star Network Ltd,Communication Services,"51,206,800",0.003,,,
PNX,PNX Metals Ltd,Materials,"20,341,000",0.001,,,
PO3,Purifloh Ltd,Utilities,"76,602,100",0.004,,,
POD,Podium Minerals Ltd,Materials,"3,406,580",0,,,
POS,Poseidon Nickel Ltd,Materials,"89,851,900",0.005,,,
POU,Betashares British Pound ETF,,"21,321,200",0.001,,,
POW,Protean Energy Ltd,Industrials,"1,557,190",0,,,
PPC,Peet Ltd,Real Estate,"355,226,000",0.018,,,
PPE,People Infrastructure Ltd,Industrials,"152,365,000",0.008,,,
PPG,Pro-Pac Packaging Ltd,Materials,"93,277,300",0.005,,,
PPH,Pushpay Holdings Ltd,Information Technology,"1,110,850,000",0.058,,,
PPK,PPK Group Ltd,Industrials,"260,401,000",0.014,,,
PPL,Pureprofile Ltd,Communication Services,"587,630",0,,,
PPS,Praemium Ltd,Information Technology,"147,110,000",0.008,,,
PPT,Perpetual Ltd,Financials,"1,414,360,000",0.074,,,
PPY,Papyrus Australia Ltd,Materials,"3,072,780",0,,,
PRM,Prominence Energy NL,Energy,"1,319,560",0,,,
PRN,Perenti Global Ltd,Materials,"625,950,000",0.033,,,
