ASX Listed Companies (1 October 2019),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
MNRS,Beta Global Gold ETF Units FP,,"12,376,900",1,,,
MNS,Magnis Energy Tech,Materials,"113,060,000",5,,,
MNW,Mint Payments Limited,Information Technology,"17,847,300",1,,,
MNY,MONEY3 Corporation,Financials,"423,253,000",19,,,
MOAT,Vaneck US Wide MOAT ETF Cdis 1:1,,"126,854,000",6,,,
MOB,Mobilicom Limited,Information Technology,"22,440,500",1,,,
MOC,Mortgage Choice Limited,Financials,"142,497,000",6,,,
MOD,MOD Resources Limited,Materials,"147,959,000",6,,,
MOE,Moelis Australia Limited,Financials,"614,782,000",27,,,
MOGL,MOGL (Managed Fund) Trading Managed Units FP,,"97,374,900",4,,,
MOH,Moho Resources,Materials,"2,594,880",0,,,
MONY,Ubs IQ Cash ETF Units FP,,903.543,0,,,
MOQ,MOQ Limited,Information Technology,"35,492,700",2,,,
MOT,MCP Income Opp Trust Ordinary Units FP,,"310,710,000",14,,,
MOY,Millennium Min Limited,Materials,"79,340,800",3,,,
MP1,Megaport Limited,Information Technology,"1,239,020,000",54,,,
MPH,Mediland Pharm,Consumer Discretionary,"93,829,100",4,,,
MPL,Medibank Private Limited,Financials,"9,363,610,000",411,,,
MPO,Molopo Energy Limited,Energy,"34,865,700",2,,,
MPP,Metro Perf.Glass Limited Foreign Exempt NZX,Industrials,"55,613,400",2,,,
MPR,Mpower Group Limited,Financials,"3,176,930",0,,,
MPW,MSL Solutions Limited,Information Technology,"29,980,800",1,,,
MPX,Mustera Property Group,Real Estate,"29,887,500",1,,,
MQG,Macquarie Group Limited,Financials,"45,709,700,000",2007,,,
MQR,Marquee Resource Limited,Materials,"5,216,030",0,,,
MRC,Mineral Commodities,Materials,"77,920,400",3,,,
MRD,Mount Ridley Mines,Materials,"2,332,860",0,,,
MRG,Murray River Group,Consumer Staples,"34,700,900",2,,,
MRL,Mayur Resources Limited,Materials,"86,052,500",4,,,
MRM,Mmaoffshor,Energy,"163,035,000",7,,,
MRN,MACQ Media Limited,Consumer Discretionary,"250,815,000",11,,,
MRQ,MRG Metals Limited,Materials,"6,093,360",0,,,
MRR,Minrex Resources Limited,Materials,958.777,0,,,
MRV,Moreton Resources,Energy,"15,533,900",1,,,
MRZ,Mont Royal Resources,Materials,"6,740,150",0,,,
MSB,Mesoblast Limited,Health Care,"1,067,130,000",47,,,
MSE,Metalsearch Limited,Materials,"5,770,920",0,,,
MSG,MCS Services Limited,Industrials,"3,000,710",0,,,
MSI,Multistack Internat,Industrials,561.52,0,,,
MSM,MSM Corporation Intl,Information Technology,"11,685,400",1,,,
MSR,Manas Res Limited,Materials,"7,929,490",0,,,
MSV,Mitchell Services,Materials,"99,315,800",4,,,
MTB,Mount Burgess Mining,Materials,"2,080,520",0,,,
MTC,Metalstech Limited,Materials,873.366,0,,,
MTH,Mithril Resources,Materials,"2,942,340",0,,,
MTL,Manalto Limited,Information Technology,"3,642,390",0,,,
MTO,Motorcycle HLDG,Consumer Discretionary,"129,584,000",6,,,
MTS,Metcash Limited,Consumer Staples,"2,718,680,000",119,,,
MVA,Vaneck Property ETF Units FP,,"234,594,000",0.01,,,
MVB,Vaneck Banks ETF Units FP,,"47,500,900",2,,,
MVE,Vaneck Midcap ETF Units FP,,"113,538,000",5,,,
MVF,Monash Ivf Group Limited,Health Care,"251,112,000",11,,,
MVOL,Ishares Edge Au MVOL ETF Units FP,,"37,420,600",2,,,
MVP,Medical Developments,Health Care,"330,860,000",15,,,
MVR,Vaneck Resources ETF Units FP,,"63,463,700",3,,,
MVS,Vaneck Small Masters ETF Units FP,,"63,244,400",3,,,
MVT,Mercantile Invest,Financials,"44,912,000",2,,,
MVW,Vaneck EQUAL Weight ETF Units FP,,"974,488,000",43,,,
MWR,MGM Wireless Limited,Information Technology,"52,060,300",2,,,
MWY,Midway Limited,Materials,"223,581,000",0.01,,,
MX1,Micro-X Limited,Health Care,"49,506,100",2,,,
MXC,MGC Pharmaceuticals,Health Care,"53,301,700",2,,,
MXI,Maxitrans Industries,Industrials,"43,492,800",2,,,
MXR,Maximus Resources,Materials,"2,785,220",0,,,
MXT,MCP Master Income Ordinary Units FP,,"1,319,300,000",58,,,
MYE,Mastermyne Group Limited,Materials,"120,982,000",5,,,
MYL,Myanmar Metals,Materials,"76,981,700",3,,,
MYQ,Myfiziq Limited,Information Technology,"31,316,000",1,,,
MYR,Myer Holdings Limited,Consumer Discretionary,"500,980,000",22,,,
MYS,Mystate Limited,Financials,"416,142,000",18,,,
MYX,Mayne Pharma Limited,Health Care,"823,127,000",36,,,
MZI,MZI Res Limited,Materials,"4,754,800",0,,,
MZN,Marindi Metals Limited,Materials,"6,475,530",0,,,
MZZ,Matador Mining Limited,Materials,"25,651,300",1,,,
N1H,N1 Holdings Limited,Financials,"3,670,000",0,,,
N27,Northern Cobalt,Materials,"2,178,320",0,,,
NAB,National Aust. Bank,Financials,"85,625,500,000",3759,,,
NAC,Naos Ex-50,,"47,854,400",2,,,
NAE,New Age Exploration,Energy,"3,555,120",0,,,
NAG,Nagambie Resources,Materials,"27,994,100",1,,,
NAM,Namoi Cotton Limited,Industrials,"47,690,000",2,,,
NAN,Nanosonics Limited,Health Care,"1,894,980,000",83,,,
NBI,Nbglobcorpincomtrust Ordinary Units FP,,"926,242,000",41,,,
NBL,Noni B Limited,Consumer Discretionary,"284,635,000",12,,,
NC6,Nanollose Limited,Health Care,"2,380,000",0,,,
NCC,Naos Emerg Opp,,"64,443,100",3,,,
NCK,Nick Scali Limited,Consumer Discretionary,"607,500,000",27,,,
NCL,Netccentric Limited,Consumer Discretionary,"1,575,000",0,,,
NCM,Newcrest Mining,Materials,"26,717,300,000",1173,,,
NCR,Nucoal Resources Limited,Materials,"13,066,400",1,,,
NCZ,New Century Resource,Materials,"168,879,000",7,,,
NDIA,ETFs India Nifty 50 ETF Units FP,,"7,407,000",0,,,
NDQ,BETASHARESNASDAQ100 ETF Units FP,,"553,975,000",24,,,
NEA,Nearmap Limited,Information Technology,"1,161,010,000",51,,,
NEC,Nine Entertainment,Consumer Discretionary,"3,334,040,000",146,,,
NES,Nelson Resources,Materials,"2,505,020",0,,,
NET,Netlinkz Limited,Information Technology,"273,981,000",12,,,
NEU,Neuren Pharmaceut,Health Care,"202,340,000",9,,,
NEW,NEW Energy Solar,Utilities,"438,825,000",19,,,
NGE,NGE Capital Limited,,"22,688,800",1,,,
NGI,Navigator Global Limited,Financials,"541,574,000",24,,,
NGY,Nuenergy Gas Limited,Energy,"26,657,200",1,,,
NHC,New Hope Corporation,Energy,"1,829,760,000",0.08,,,
NHF,Nib Holdings Limited,Financials,"3,325,520,000",146,,,
NHL,Novita Health Limited,Health Care,"5,843,750",0,,,
NIC,Nickelmineslimited,Materials,"948,810,000",42,,,
NIU,Niuminco Group Limited,Materials,"2,800,160",0,,,
NME,NEX Metals Explorat,Materials,"2,120,220",0,,,
NMI,Northern Mining,Materials,"10,322,900",0,,,
NML,Navarre Minerals Limited,Materials,"40,456,000",2,,,
NMS,Neptune Marine,Energy,"16,281,900",1,,,
NMT,Neometals Limited,Materials,"97,998,900",4,,,
NNW,99 Wuxian Limited,Consumer Discretionary,"81,177,800",4,,,
NOR,Norwood Systems Limited,Information Technology,"8,387,440",0,,,
NOV,Novatti Group Limited,Information Technology,"33,375,800",1,,,
NOX,Noxopharm Limited,Health Care,"50,070,700",2,,,
NSB,Neuroscientific,Health Care,"14,434,500",1,,,
NSC,Naos SMLCAP Com Limited,,"119,053,000",5,,,
NSE,New Standard Energy,Energy,"4,110,410",0,,,
NSR,National Storage,Real Estate,"1,414,570,000",62,,,
NST,Northern Star,Materials,"7,061,100,000",0.31,,,
NSX,NSX Limited,Financials,"33,291,700",1,,,
NTD,National Tyre&Wheel,Consumer Discretionary,"41,671,000",2,,,
NTI,Neurotech Intl,Health Care,"1,900,410",0,,,
NTL,New Talisman Gold,Materials,"21,537,500",1,,,
NTM,NTM Gold Limited,Materials,"28,657,500",1,,,
NTU,Northern Min Limited,Materials,"149,917,000",7,,,
NUF,Nufarm Limited,Materials,"2,141,170,000",94,,,
NUH,Nuheara Limited,Information Technology,"29,741,900",1,,,
NUS,Nusantara Resources,Materials,"48,655,000",2,,,
NVA,Nova Minerals Limited,Materials,"35,417,300",2,,,
NVL,National Veterinary,Health Care,"163,483,000",7,,,
NVO,Nvoi Limited,Information Technology,"10,364,800",0,,,
NVU,Nanoveu Limited,Information Technology,"4,221,060",0,,,
NVX,Novonix Limited,Information Technology,"63,428,200",3,,,
NWC,New World Cobalt Limited,Materials,"18,540,800",1,,,
NWE,Norwest Energy NL,Energy,"20,292,600",1,,,
NWF,Newfield Resources,Materials,"104,634,000",5,,,
NWH,NRW Holdings Limited,Industrials,"874,146,000",38,,,
NWL,Netwealth Group,Financials,"2,165,260,000",95,,,
NWM,Norwest Minerals,Materials,"7,600,180",0,,,
NWS,News Corp Class B Voting Common Stock-Cdi 1:1,Consumer Discretionary,"1,025,330,000",45,,,
NWSLV,News Corp Class A Non-Voting Common Stock-Cdi 1:1,Consumer Discretionary,"390,627,000",17,,,
NXE,New Energy Minerals,Materials,"3,057,910",0,,,
NXM,Nexus Minerals Limited,Materials,"5,202,580",0,,,
NXS,Next Science Limited,Health Care,"314,856,000",14,,,
NXT,NEXTDC Limited,Information Technology,"2,116,920,000",93,,,
NZC,NZURI Copper Limited,Materials,"94,689,800",4,,,
NZK,NZK Salmon Limited Foreign Exempt NZX,Consumer Staples,"304,857,000",13,,,
NZM,NZME Limited Foreign Exempt NZX,Consumer Discretionary,"80,756,600",4,,,
NZS,New Zealand Coastal,Consumer Staples,"5,665,600",0,,,
OAR,Oakdale Resource Limited,Materials,"8,133,320",0,,,
OAU,Ora Gold Limited,Materials,"14,214,100",1,,,
OBJ,OBJ Limited,Health Care,"28,951,400",1,,,
OBM,Ora Banda Mining Limited,Materials,"97,916,400",4,,,
OCA,Oceania Healthc Limited Foreign Exempt NZX,Health Care,"561,382,000",25,,,
OCC,Orthocell Limited,Health Care,"61,738,400",3,,,
OCL,Objective Corp,Information Technology,"388,647,000",17,,,
ODA,Orcoda Limited,Information Technology,"31,476,200",1,,,
ODM,Odin Metals Limited,Materials,"26,132,300",1,,,
ODY,Odyssey Energy,Energy,"14,083,800",1,,,
OEC,Orbital Corp Limited,Industrials,"24,784,900",1,,,
OEL,Otto Energy Limited,Energy,"118,102,000",5,,,
OEQ,Orion Equities,Financials,"1,478,590",0,,,
OEX,OILEX Limited,Energy,"11,512,300",1,,,
OFX,OFX Group Limited,Financials,"387,286,000",17,,,
OGA,Ocean Grown Abalone,Consumer Staples,"26,296,500",1,,,
OGC,Oceanagold Corp,Materials,"288,271,000",13,,,
OGX,Orinoco Gold Limited,Materials,"4,271,640",0,,,
OIL,Optiscan Imaging,Health Care,"21,628,200",1,,,
OKJ,Oakajee Corp Limited,Materials,"3,797,160",0,,,
OKR,Okapi Resources,Materials,"7,987,860",0,,,
OKU,Oklo Resources Limited,Materials,"43,259,800",2,,,
OLH,Oldfields Holdings,Industrials,"2,876,170",0,,,
OLI,Oliver's Real Food,Consumer Discretionary,"11,032,200",0,,,
OLV,Otherlevels Holdings,Information Technology,"2,007,890",0,,,
OMH,Om Holdings Limited 10c,Materials,"332,381,000",15,,,
OML,Ooh!Media Limited,Consumer Discretionary,"685,339,000",0.03,,,
OMN,Onemarket,Information Technology,"87,749,100",4,,,
ONE,Oneview Healthcare,Health Care,"47,543,800",2,,,
ONT,1300 Smiles Limited,Health Care,"148,700,000",7,,,
ONX,Orminexltd,Materials,"31,736,900",1,,,
OOK,Ookami Limited,Information Technology,"7,496,270",0,,,
OOO,Betasharescrudeoil ETF Units FP,,"23,303,200",1,,,
OPC,Opticomm Limited,Telecommunication Services,"343,447,000",15,,,
OPH,Ophir High CF Ordinary Units FP,,"497,999,000",22,,,
OPN,Opendna Limited,Information Technology,"8,780,980",0,,,
OPT,Opthea Limited,Health Care,"836,796,000",37,,,
ORA,Orora Limited,Materials,"3,487,320,000",153,,,
ORE,Orocobre Limited,Materials,"680,363,000",0.03,,,
ORG,Origin Energy,Energy,"14,036,900,000",616,,,
ORI,Orica Limited,Materials,"8,578,200,000",377,,,
ORM,Orion Metals Limited,Materials,"6,861,360",0,,,
ORN,Orion Minerals Limited,Materials,"74,189,500",3,,,
ORR,Orecorp Limited,Materials,"109,558,000",5,,,
OSH,Oil Search Limited 10 Toea,Energy,"11,161,100,000",0.49,,,
OSL,Oncosil Medical,Health Care,"40,996,100",2,,,
OSP,Osprey Med Inc,Health Care,"20,294,500",1,,,
OSX,Osteopore Limited,,"47,823,800",2,,,
OTR,Onterran Limited,Industrials,"22,480,800",1,,,
OTW,Over the Wire Limited,Information Technology,"252,851,000",11,,,
OVH,Onevue Holdings Limited,Financials,"109,724,000",5,,,
OVL,Oro Verde Limited,Materials,"12,015,500",1,,,
OVN,Oventus Medical Limited,Health Care,"93,328,800",4,,,
OVT,Ovato Limited,Industrials,"40,260,200",2,,,
OXX,Octanex Limited,Energy,"2,181,700",0,,,
OZF,SPDR 200 Financials ETF Units FP,,"81,140,300",4,,,
OZG,Ozgrowth Limited,,"60,491,800",3,,,
OZL,OZ Minerals,Materials,"3,112,440,000",137,,,
OZR,SPDR 200 Resources ETF Units FP,,"80,334,100",4,,,
P2P,P2P Transport,Industrials,"14,084,100",1,,,
PAA,Pharmaust Limited,Health Care,"42,207,200",2,,,
PAB,PATRYS Limited,Health Care,"22,524,400",1,,,
PAC,Pacific Group Limited,Financials,"338,261,000",15,,,
PAF,PM Capital Asian Ops,,"45,229,800",2,,,
PAI,Platinum Asia Limited,,"341,160,000",15,,,
PAK,Pacific American HLD,Materials,"6,116,320",0,,,
PAL,Palla Pharma Limited,Health Care,"80,274,700",4,,,
PAN,Panoramic Resources,Materials,"166,075,000",7,,,
PAR,Paradigm Bio,Health Care,"554,563,000",24,,,
PAXX,Platinum Asia Fund Trading Managed Units FP,,"154,492,000",7,,,
PBH,Pointsbet Holdings,Consumer Discretionary,"325,764,000",14,,,
PBP,Probiotec Limited,Health Care,"111,053,000",5,,,
PBX,Pacific Bauxite Limited,Materials,"1,189,840",0,,,
PCG,Pengana Capital,Financials,"202,423,000",9,,,
PCH,Property Connect,Information Technology,"2,057,590",0,,,
PCI,Perpetual Cred Trust Ordinary Units FP,,"466,114,000",0.02,,,
PCK,Painchek Limited,Health Care,"276,505,000",12,,,
PCL,Pancontinental Oil,Energy,"10,813,400",0,,,
PDI,Predictive Disc Limited,Materials,"3,541,700",0,,,
PDL,Pendal Group Limited,Financials,"2,372,600,000",104,,,
PDN,Paladin Energy Limited,Energy,"221,639,000",0.01,,,
PDZ,Prairie Mining Limited,Materials,"70,050,800",3,,,
PE1,Pengana Private Ordinary Units FP,,"237,830,000",0.01,,,
PEA,Pacific Energy,Utilities,"465,024,000",0.02,,,
PEC,Perpetual Res Limited,Materials,"8,640,400",0,,,
PEK,Peak Resources,Materials,"34,927,500",2,,,
PEL,Pelican Resources,Materials,"6,946,050",0,,,
PEN,Peninsula Energy Limited,Energy,"44,939,900",2,,,
PET,Phoslock ENV Tec Limited,Industrials,"731,304,000",32,,,
PEX,Peel Mining Limited,Materials,"70,392,700",3,,,
PFG,Prime Financial,Financials,"15,275,000",1,,,
PFP,Propel Funeral,Consumer Discretionary,"304,389,000",13,,,
PG1,Pearl Global Limited,Industrials,"18,519,600",1,,,
PGC,Paragon Care Limited,Health Care,"135,154,000",6,,,
PGF,PM Capital Fund,,"377,694,000",17,,,
PGG,Partners Group Global Ordinary Units FP,,"563,750,000",25,,,
PGH,Pact Group Holdings Limited,Materials,"756,786,000",33,,,
PGI,Panterra Gold Limited,Materials,"5,694,340",0,,,
PGL,Prospa Group,Financials,"709,942,000",31,,,
PGM,Platina Resources,Materials,"7,659,660",0,,,
PGR,The Pas Group Limited,Consumer Discretionary,"18,453,300",1,,,
PGX,Primero Group,Industrials,"55,362,400",2,,,
PGY,Pilot Energy Limited,Energy,"2,463,590",0,,,
PIA,Pengana Int EQU Limited,,"279,450,000",12,,,
PIC,Perpetual Equity Limited,,"366,435,000",16,,,
PIL,Peppermint INV Limited,Information Technology,"15,801,300",1,,,
PIN,Pinchme.com,Industrials,"10,473,000",0,,,
PIO,Pioneer Res Limited,Materials,"28,666,400",1,,,
PIQ,Proteomics Int Lab,Health Care,"26,223,300",1,,,
PIXX,Platinum Int Fund Trading Managed Fund Units FP,,"350,108,000",15,,,
PKA,Plukka Limited,Consumer Discretionary,"1,930,890",0,,,
PKD,Parkd Limited,Industrials,"2,769,000",0,,,
PKO,Peako Limited,Energy,"3,002,170",0,,,
PKS,PKS Holdings,Health Care,"23,622,500",1,,,
PL8,Plato Inc MAX Limited,,"488,414,000",21,,,
PLC,PLC Financial,Financials,"2,089,240",0,,,
PLL,Piedmont Lithium Limited,Materials,"75,015,000",3,,,
PLS,Pilbara Min Limited,Materials,"631,585,000",28,,,
PLUS,Vaneck Au Corp Bond ETF Units FP,,"243,039,000",11,,,
PLX,Pyrolyx AG,Materials,"98,003,800",4,,,
PM1,Pure Minerals Limited,Materials,"8,010,540",0,,,
PM8,Pensana Metals Limited,Materials,"30,946,700",1,,,
PMC,Platinum Capital Limited,,"447,415,000",0.02,,,
PME,Pro Medicus Limited,Health Care,"2,892,750,000",127,,,
PMGOLD,Gold Corp 0.00 ZAU Call STR.Prod,,"7,127,650,000",313,,,
PMV,Premier Investments,Consumer Discretionary,"3,067,200,000",135,,,
PMY,Pacifico Min Limited,Materials,"28,881,000",1,,,
PNC,Pioneer Credit Limited,Financials,"155,960,000",7,,,
PNI,Pinnacle Investment,Financials,"804,703,000",35,,,
PNL,Paringa Resources,Energy,"33,890,300",1,,,
PNN,Pepinnini Lithium,Materials,"3,714,040",0,,,
PNR,Pantoro Limited,Materials,"241,069,000",11,,,
PNV,Polynovo Limited,Health Care,"1,414,730,000",62,,,
PNW,Pacific Star Network,Consumer Discretionary,"57,351,600",3,,,
PNX,PNX Metals Limited,Materials,"17,047,000",1,,,
PO3,Purifloh Limited,Utilities,"152,207,000",7,,,
POD,Podium Minerals,Materials,"4,800,020",0,,,
POS,Poseidon Nick Limited,Materials,"142,706,000",6,,,
POU,Betashares Pound ETF ETF Units FP,,"16,836,200",1,,,
POW,Protean Energy Limited,Industrials,"2,180,060",0,,,
PPC,Peet Limited,Real Estate,"555,796,000",24,,,
PPE,Peopleinfrastructure,Industrials,"228,797,000",0.01,,,
PPG,Pro-Pac Packaging,Materials,"113,555,000",5,,,
PPH,Pushpay Holdings Limited Foreign Exempt NZX,Information Technology,"828,538,000",36,,,
PPK,PPK Group Limited,Industrials,"310,155,000",14,,,
PPL,Pureprofile Limited,Information Technology,"2,350,520",0,,,
PPS,Praemium Limited,Information Technology,"206,037,000",9,,,
PPT,Perpetual Limited,Financials,"1,746,410,000",77,,,
PPY,Papyrus Australia,Materials,"1,410,900",0,,,
PRO,Prophecy Internation,Information Technology,"21,763,300",1,,,
PRT,Prime Media Group Limited,Consumer Discretionary,"60,444,500",3,,,
PRU,Perseus Mining Limited,Materials,"817,586,000",36,,,
PRX,Prodigy Gold NL,Materials,"60,965,900",3,,,
PRZ,Parazero Limited,Information Technology,"5,722,880",0,,,
PSA,Petsec Energy,Energy,"23,118,100",1,,,
PSC,Prospect Res Limited,Materials,"29,494,000",1,,,
PSI,PSC Insurance Limited,Financials,"716,126,000",31,,,
PSM,Peninsula Mines Limited,Materials,"2,025,740",0,,,
PSQ,Pacific Smiles Group,Health Care,"238,630,000",0.01,,,
PSZ,PS&C Limited,Industrials,"15,369,600",1,,,
PTB,PTB Group Limited,Industrials,"54,680,600",2,,,
PTL,Pental Limited,Consumer Staples,"40,193,900",2,,,
PTM,Platinum Asset,Financials,"2,487,520,000",109,,,
PTR,Petratherm Limited,Materials,"6,790,070",0,,,
PTX,Prescient Limited,Health Care,"20,501,600",1,,,
PUA,Pure Alumina Limited,Materials,"4,878,740",0,,,
PUR,Pursuit Minerals,Materials,"3,359,070",0,,,
PVD,Pura Vida Energy NL,Energy,"6,374,900",0,,,
PVE,Po Valley Energy Limited,Energy,"35,637,100",2,,,
PVL,Powerhouse Ven Limited,Financials,"3,231,170",0,,,
PVS,Pivotal Systems,Information Technology,"102,347,000",4,,,
PWH,PWR Holdings Limited,Consumer Discretionary,"469,000,000",21,,,
PWL,Powerwrap Limited,Financials,"41,680,300",2,,,
PWN,Parkway Minls NL,Materials,"6,074,530",0,,,
PXS,Pharmaxis Limited,Health Care,"74,987,700",3,,,
PXX,Polarx Limited,Materials,"39,124,900",2,,,
PYC,Phylogica Limited,Health Care,"107,486,000",5,,,
PYG,Paygroup Limited,Information Technology,"39,270,300",2,,,
QAG,Betaagriculture ETF Units FP,,"2,867,330",0,,,
QAN,Qantas Airways,Industrials,"9,878,480,000",434,,,
QAU,Betashares Gold ETF ETF Units FP,,"114,171,000",5,,,
QBE,QBE Insurance Group,Financials,"16,487,500,000",724,,,
QCB,Betacommodities ETF Units FP,,"8,224,450",0,,,
QEM,QEM Limited,Materials,"3,975,630",0,,,
QFE,Quickfee Limited,Financials,"59,154,200",3,,,
QFN,Betashares ASX Fin ETF Units FP,,"71,201,600",3,,,
QFY,Quantify Tech Limited,Information Technology,"7,460,190",0,,,
QGL,Quantum Graphite,Materials,"15,321,200",1,,,
QHAL,Vaneck QUAL Hedged ETF Units FP,,"9,112,910",0,,,
QHL,Quickstep Holdings,Industrials,"92,340,000",4,,,
QIP,QANTM Intellectual,Industrials,"176,957,000",8,,,
QLTY,Beta Quality Leaders ETF Units FP,,"19,724,200",1,,,
QMIX,SPDR MSCI World QMIX ETF Units FP,,"16,508,400",1,,,
QMS,QMS Media Limited,Consumer Discretionary,"316,944,000",14,,,
QOZ,Betasharesrafiaus ETF Units FP,,"261,787,000",11,,,
QPON,Betaausbanksnrfrbetf ETF Units FP,,"614,886,000",27,,,
QPR,Quattro Plus Estate Units FP,Real Estate,"55,841,500",2,,,
QRE,Betashares ASX Res ETF Units FP,,"31,456,700",1,,,
QRI,Qualitas Re Income Ordinary Units FP,,"307,067,000",13,,,
QSS,Questus Limited,Real Estate,"2,224,980",0,,,
QST,QUEST Investments,Financials,"11,795,400",1,,,
QTG,Q Technology Group Limited,Information Technology,"1,351,860",0,,,
QTM,Quantum Health Limited,Health Care,"20,867,900",1,,,
QUAL,Vaneck WLD Xau QUAL ETF Units FP,,"674,809,000",0.03,,,
QUB,QUBE Holdings Limited,Industrials,"5,199,670,000",228,,,
QUE,Queste Communication,Financials,"1,883,330",0,,,
QUS,Betashares US 1000 ETF Units FP,,"46,391,500",2,,,
QVE,QV Equities Limited,,"283,643,000",12,,,
R3D,R3D Global Limited,Consumer Discretionary,"1,563,590",0,,,
RAC,Race Oncology Limited,Health Care,"12,592,000",1,,,
RAG,Ragnar Metals Limited,Materials,"2,193,970",0,,,
RAN,Range International,Materials,"3,820,040",0,,,
RAP,Resapp Health Limited,Health Care,"170,583,000",7,,,
RARI,Russaustrespinvetf ETF Units FP,,"157,757,000",7,,,
RBD,Restaurant Brands NZ Foreign Exempt NZX,Consumer Discretionary,"1,097,870,000",48,,,
RBL,Redbubble Limited,Consumer Discretionary,"381,332,000",17,,,
RBR,RBR Group Limited,Materials,"10,062,700",0,,,
RBTZ,Beta Robotics & Ai ETF Units FP,,"24,893,400",1,,,
RBX,Resource Base,Materials,934.707,0,,,
RCB,Russaustcorpbondetf ETF Units FP,,"225,824,000",0.01,,,
RCE,Recce Pharmaceutical,Health Care,"37,495,500",2,,,
RCL,Readcloud,Information Technology,"21,460,600",1,,,
RCO,Royalco Resources,Materials,"10,015,700",0,,,
RCP,Redbank Copper Limited,Materials,"2,222,470",0,,,
RCT,Reef Casino Trust Units FP,Consumer Discretionary,"112,840,000",5,,,
RCW,Rightcrowd,Information Technology,"53,432,500",2,,,
RD1,Registry Direct,Information Technology,"1,827,710",0,,,
RDC,Redcape Hotel Group FP Units Stapled Securities,Consumer Discretionary,"593,211,000",26,,,
RDF,Redflex Holdings,Information Technology,"72,360,200",3,,,
RDG,Res DEV Group Limited,Materials,"9,480,440",0,,,
RDH,Redhill Education,Consumer Discretionary,"67,178,600",3,,,
RDM,Red Metal Limited,Materials,"24,409,700",1,,,
RDN,Raiden Resources Limited,Materials,"2,113,170",0,,,
RDS,Redstone Resources,Materials,"3,791,710",0,,,
RDV,Russell High DIV ETF ETF Units FP,,"293,517,000",13,,,
RDY,Readytech Holdings,Information Technology,"142,410,000",6,,,
REA,REA Group,Information Technology,"14,254,200,000",626,,,
RED,RED 5 Limited,Materials,"373,302,000",16,,,
REF,Reverse Corp Limited,Telecommunication Services,835.745,0,,,
REG,Regis Healthcare Limited,Health Care,"875,178,000",38,,,
REH,Reece Limited,Industrials,"6,079,320,000",267,,,
REIT,Vaneck Internat REIT ETF Units FP,,"2,534,400",0,,,
RENT,Ampcap Global Prop Trading Managed Fund Units FP,,"23,837,800",1,,,
RES,Resource Generation,Energy,"61,044,900",3,,,
REV,Real Estate Investar,Information Technology,"1,632,440",0,,,
REX,Regional Express,Industrials,"147,607,000",6,,,
REY,REY Resources Limited,Energy,"61,534,600",3,,,
REZ,Resourc & En Group Limited,Materials,"15,008,800",1,,,
RF1,Regal Invest Fund Ordinary Units FP,,"302,066,000",13,,,
RFF,Rural Funds Group FP Units Stapled Securities,Real Estate,"567,700,000",25,,,
RFG,Retail Food Group,Consumer Discretionary,"31,980,500",1,,,
RFN,Reffind Limited,Information Technology,"3,843,000",0,,,
RFR,Rafaella Resources,Materials,"7,000,800",0,,,
RFT,Rectifier Technolog,Industrials,"80,704,000",4,,,
RFX,Redflow Limited,Industrials,"41,119,700",2,,,
RGB,Russaustgovtbondetf ETF Units FP,,"75,515,400",3,,,
RGI,Roto-Gro Intl Limited,Industrials,"17,988,900",1,,,
RGL,Riversgold,Materials,"1,427,790",0,,,
RGS,Regeneus Limited,Health Care,"19,592,300",1,,,
RHC,Ramsay Health Care,Health Care,"13,109,000,000",575,,,
RHI,Red Hill Iron,Materials,"8,187,440",0,,,
RHL,Ruralco Holdings,Consumer Discretionary,"468,776,000",21,,,
RHP,Rhipe Limited,Information Technology,"367,102,000",16,,,
RHT,Resonance Health,Health Care,"53,391,700",2,,,
RHY,RHYTHM Biosciences,Health Care,"10,582,500",0,,,
RIC,Ridley Corporation,Consumer Staples,"309,700,000",14,,,
RIE,Riedel Resources Limited,Materials,"4,180,700",0,,,
RIM,Rimfire Pacific,Materials,"2,706,320",0,,,
RINC,Beta LM Real Income Trading Managed Units FP,,"41,106,500",2,,,
RIO,RIO Tinto Limited,Materials,"34,400,600,000",1.51,,,
RKN,Reckon Limited,Information Technology,"84,971,100",4,,,
RLC,Reedy Lagoon Corp,Materials,"1,609,090",0,,,
RLE,Real Energy Corp,Energy,"10,482,600",0,,,
RLT,Renergen Limited,Energy,"11,000,000",0,,,
RMC,Resimac Group Limited,Financials,"369,269,000",16,,,
RMD,Resmed Inc Cdi 10:1 Foreign Exempt NYSE,Health Care,"8,322,230,000",365,,,
RMG,RMG Limited,Materials,"5,009,650",0,,,
RMI,Resource Mining Corp,Materials,"2,666,410",0,,,
RMP,Red Emperor Resource,Energy,"5,778,220",0,,,
RMS,Ramelius Resources,Materials,"740,385,000",33,,,
RMT,Rma Energy Limited,Materials,"2,100,240",0,,,
RMX,Red Mount Min Limited,Materials,"5,446,260",0,,,
RMY,Rma Global,Information Technology,"30,611,700",1,,,
RND,Rand Mining Limited,Materials,"181,047,000",8,,,
RNE,Renu Energy Limited,Utilities,"3,136,490",0,,,
RNL,Rision Limited,Information Technology,"4,147,640",0,,,
RNO,Rhinomed Limited,Health Care,"38,322,000",2,,,
