ASX Listed Companies (1 October 2019),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
CD2,Cordish Dixon Pef Ii Ordinary Units FP,,"110,932,000",5,,,
CD3,Cordish Dixon Pefiii Ordinary Units FP,,"113,085,000",5,,,
CDA,Codan Limited,Information Technology,"997,161,000",44,,,
CDD,Cardno Limited,Industrials,"497,582,000",22,,,
CDG,Cleveland Min Limited,Materials,"27,878,500",1,,,
CDH,Chongherr Investment,Materials,"1,692,700",0,,,
CDM,Cadence Capital,,"256,362,000",11,,,
CDP,Carindale Property Units FP,Real Estate,"455,000,000",0.02,,,
CDT,Castle Minerals,Materials,"2,014,160",0,,,
CDU,Cudeco Limited,Materials,"92,655,400",4,,,
CDV,Cardinal Reso Limited,Materials,"174,419,000",8,,,
CDX,Cardiex Limited,Health Care,"20,169,600",1,,,
CDY,Cellmid Limited,Health Care,"19,648,200",1,,,
CE1,Calima Energy,Energy,"19,400,200",1,,,
CEL,Challenger Exp Limited,Energy,"14,729,100",1,,,
CEN,Contact Energy Limited Foreign Exempt NZX,Utilities,"1,437,620,000",63,,,
CETF,Vaneck China Ashare ETF Cdis 1:1,,"27,705,500",1,,,
CFE,Cape Lambert Res Limited,Materials,"5,332,370",0,,,
CFO,Cfoam Limited,Industrials,"16,862,700",1,,,
CG1,Carbonxt Group,Materials,"25,127,700",1,,,
CGA,Contango Asset,Financials,"21,984,600",1,,,
CGB,Cann Global Limited,Health Care,"57,958,300",3,,,
CGC,Costa Group Holdings,Consumer Staples,"1,202,360,000",53,,,
CGF,Challenger Limited,Financials,"4,510,150,000",198,,,
CGL,The Citadel Group,Information Technology,"179,304,000",8,,,
CGM,Cougar Metals NL,Materials,"1,176,580",0,,,
CGN,Crater Gold Min Limited,Materials,"24,549,900",1,,,
CGO,CPT Global Limited,Information Technology,"7,564,930",0,,,
CGR,CML Group Limited,Financials,"95,655,000",4,,,
CGS,Cogstate Limited,Health Care,"35,700,800",2,,,
CHC,Charter Hall Group Stapled Securities US Prohibited,Real Estate,"5,426,300,000",238,,,
CHK,Cohiba Min Limited,Materials,"10,633,800",0,,,
CHN,Chalice Gold Mines,Materials,"58,924,600",3,,,
CHZ,Chesser Resources,Materials,"18,779,300",1,,,
CI1,Credit Intelligence,Industrials,"11,233,500",0,,,
CIA,Champion Iron Limited,Materials,"1,079,240,000",47,,,
CIE,Contango Inc Gen Limited,,"87,729,900",4,,,
CII,Ci Resources Limited,Materials,"167,015,000",7,,,
CIM,Cimic Group Limited,Industrials,"10,197,800,000",448,,,
CIN,Carlton Investments,,"833,952,000",37,,,
CINPA,Carlton Investments 7% Cumulative Preference,Financials,170.105,0,,,
CIO,Connected Io Limited,Information Technology,"7,297,920",0,,,
CIP,Centuria I REIT Ordinary Units FP,Real Estate,"973,169,000",43,,,
CIW,Clime Investment,Financials,"27,194,300",1,,,
CIZ,Corizon Limited,,"3,150,000",0,,,
CKA,Cokal Limited,Materials,"41,327,700",2,,,
CKF,Collins Foods Limited,Consumer Discretionary,"1,166,980,000",51,,,
CL1,Class Limited,Information Technology,"170,022,000",7,,,
CL8,Collaborate Corp,Consumer Discretionary,"9,875,890",0,,,
CLA,Celsius Resource Limited,Materials,"12,872,700",1,,,
CLB,Candy Club,Consumer Staples,"10,624,800",0,,,
CLF,Concentrated Leaders,,"74,845,900",3,,,
CLH,Collection House,Financials,"181,143,000",8,,,
CLI,Croplogic,Industrials,"24,579,700",1,,,
CLQ,Clean TEQ Holdings Limited,Industrials,"227,670,000",0.01,,,
CLT,Cellnet Group,Information Technology,"10,641,200",0,,,
CLV,Clover Corporation,Materials,"495,604,000",22,,,
CLW,CHTR H LWR FP Units Stapled Securities,Real Estate,"2,158,050,000",95,,,
CLX,Cti Logistics,Industrials,"62,947,100",3,,,
CLZ,Classic Min Limited,Materials,"14,687,500",1,,,
CM1,Coolgardie Minerals,Materials,"4,405,390",0,,,
CM8,Crowd Media Limited,Consumer Discretionary,"6,012,480",0,,,
CMA,Centuria Metro REIT Ordinary Units FP,Real Estate,"1,083,130,000",48,,,
CMC,China Magnesium Corp,Materials,"5,196,820",0,,,
CMD,Cassius Mining Limited,Materials,"3,134,960",0,,,
CML,Chase Mining Limited,Materials,"4,139,240",0,,,
CMM,Capricorn Metals,Materials,"322,292,000",14,,,
CMP,Compumedics Limited,Health Care,"108,955,000",5,,,
CMW,Cromwell Prop,Real Estate,"3,296,470,000",145,,,
CNB,Carnaby Resource Limited,Materials,"14,397,500",1,,,
CNEW,Vaneck China New ETF Units FP,,"43,555,400",2,,,
CNI,Centuria Capital,Financials,"952,221,000",42,,,
CNJ,Conico Limited,Materials,"3,075,190",0,,,
CNL,Celamin Holdings Limited,Materials,"10,456,100",0,,,
CNU,Chorus Limited Foreign Exempt NZX,Telecommunication Services,"2,033,900,000",89,,,
CNW,Cirrus Net Hold Limited,Information Technology,"35,335,400",2,,,
COB,Cobalt Blue Limited,Materials,"22,485,400",1,,,
COE,Cooper Energy Limited,Energy,"940,499,000",41,,,
COG,Consolidated Ops GP,Financials,"118,034,000",5,,,
COH,Cochlear Limited,Health Care,"12,032,400,000",528,,,
COI,Comet Ridge Limited,Energy,"189,248,000",8,,,
COL,Coles Group,Consumer Staples,"20,542,500,000",902,,,
COO,Corum Group Limited,Information Technology,"10,759,000",0,,,
CORE,ETFs GLB CORE Infra ETF Units FP,,"17,467,500",1,,,
COY,Coppermoly Limited,Materials,"12,763,300",1,,,
CP1,Cannpal Animal,Health Care,"6,038,840",0,,,
CPH,Creso Pharma Limited,Health Care,"57,889,900",3,,,
CPU,Computershare Limited,Information Technology,"8,768,740,000",385,,,
CPV,Clearvue Technologie,Industrials,"10,273,100",0,,,
CQE,Charter Hall Edu TR Units FP,Real Estate,"1,072,580,000",47,,,
CQR,Charter Hall Retail Units FP,Real Estate,"1,880,800,000",83,,,
CR1,Constellation Res,Materials,"8,400,020",0,,,
CRB,Carbine Resources,Materials,"8,389,360",0,,,
CRD,Credible Labs,Financials,"287,393,000",13,,,
CRED,Betaauscorpbondetf ETF Units FP,,"313,111,000",14,,,
CRL,Comet Resources,Materials,"6,660,000",0,,,
CRM,Carbon Minerals Limited,Energy,"2,444,450",0,,,
CRN,Coronado Global Res Cdi 10:1 US Prohibited Excluding QIB,Materials,"2,232,650,000",98,,,
CRO,Cirralto Limited,Information Technology,"5,282,060",0,,,
CRS,Caprice Resources,Materials,"3,760,530",0,,,
CSD,Consolidated Tin Min,Materials,"16,495,200",1,,,
CSE,Copper Strike Limited,Materials,"4,273,790",0,,,
CSK,Crowdspark Limited,Consumer Discretionary,137.325,0,,,
CSL,CSL Limited,Health Care,"106,061,000,000",4656,,,
CSR,CSR Limited,Materials,"2,098,510,000",92,,,
CSS,Clean Seas Limited,Consumer Staples,"80,866,200",4,,,
CSV,CSG Limited,Information Technology,"98,836,600",4,,,
CT1,CCP Technologies Limited,Information Technology,"5,608,260",0,,,
CTD,Corp Travel Limited,Consumer Discretionary,"2,055,630,000",0.09,,,
CTE,Cryosite Limited,Health Care,"2,061,820",0,,,
CTM,Centaurus Metals Limited,Materials,"54,133,600",2,,,
CTO,Citigold Corp Limited,Materials,"12,005,900",1,,,
CTP,Central Petroleum,Energy,"130,034,000",6,,,
CTX,Caltex Australia,Energy,"6,572,290,000",289,,,
CUE,CUE Energy Resource,Energy,"83,774,400",4,,,
CUL,Cullen Resources,Materials,"2,541,970",0,,,
CUP,Countplus Limited,Industrials,"112,509,000",5,,,
CURE,ETFs S&P Biotech ETF Units FP,,"4,825,710",0,,,
CUV,Clinuvel Pharmaceut,Health Care,"1,209,330,000",53,,,
CUX,Crossland Metals Limited,Materials,"6,069,880",0,,,
CV1,CV Check Limited,Information Technology,"42,368,700",2,,,
CVC,CVC Limited,Financials,"251,572,000",11,,,
CVF,Contrarian Valfd Limited,,"72,244,900",3,,,
CVL,Civmec Limited,Industrials,"180,360,000",8,,,
CVN,Carnarvon Petroleum,Energy,"609,339,000",27,,,
CVS,Cervantes Corp Limited,Materials,"2,144,030",0,,,
CVT,Covata Limited,Information Technology,513.665,0,,,
CVV,Caravel Minerals Limited,Materials,"6,684,780",0,,,
CVW,Clearview Wealth Limited,Financials,"440,098,000",19,,,
CWL,Chant West Holdings,Information Technology,"7,931,120",0,,,
CWN,Crown Resorts Limited,Consumer Discretionary,"8,159,760,000",358,,,
CWP,Cedar Woods Prop,Real Estate,"556,442,000",24,,,
CWX,Carawine Resources,Materials,"15,189,600",1,,,
CWY,Cleanaway Waste Limited,Industrials,"3,995,340,000",175,,,
CWZ,Cashwerkz Limited,Financials,"37,572,200",2,,,
CXL,CALIX Limited,Materials,"77,576,600",3,,,
CXM,Centrex Metals,Materials,"29,674,400",1,,,
CXO,Core Lithium,Materials,"30,770,800",1,,,
CXU,Cauldron Energy Limited,Energy,"6,256,500",0,,,
CXX,Cradle Resources Limited,Materials,"11,191,200",0,,,
CXZ,Connexion Telematics,Information Technology,"16,153,100",1,,,
CY5,CYGNUS Gold Limited,Materials,"2,886,800",0,,,
CYB,CYBG Plc Cdi 1:1 Foreign Exempt Lse,Financials,"1,892,710,000",83,,,
CYC,Cyclopharm Limited,Health Care,"79,233,700",3,,,
CYG,Coventry Group,Industrials,"94,184,600",4,,,
CYL,Catalyst Metals,Materials,"196,442,000",9,,,
CYM,Cyprium Metals Limited,Materials,"8,093,880",0,,,
CYP,Cynata Therapeutics,Health Care,"164,536,000",7,,,
CYQ,CYCLIQ Group Limited,Consumer Discretionary,"1,712,950",0,,,
CZI,Cassini Resources,Materials,"34,902,600",2,,,
CZL,Cons ZINC Limited,Materials,"17,331,000",1,,,
CZN,Corazon Limited,Materials,"6,115,080",0,,,
CZR,Coziron Resources,Materials,"20,830,500",1,,,
D13,Department 13 Intl,Industrials,"22,286,900",1,,,
D2O,Duxton Water Limited,,"169,422,000",7,,,
DAF,Discovery Africa Limited,Materials,"3,644,690",0,,,
DAU,Dampier Gold Limited,Materials,"4,571,660",0,,,
DAV,Davenport Resources,Materials,"6,764,580",0,,,
DBF,Duxton Broadacre,Consumer Staples,"51,469,300",2,,,
DCC,Digitalx Limited,Information Technology,"16,694,100",1,,,
DCG,Decmil Group Limited,Industrials,"210,552,000",9,,,
DCL,Domacom Limited,Financials,"11,567,800",1,,,
DCN,Dacian Gold Limited,Materials,"312,260,000",14,,,
DDD,3D Resources Limited,Materials,"2,314,440",0,,,
DDR,Dicker Data Limited,Information Technology,"1,284,200,000",56,,,
DDT,Datadot Technology,Consumer Discretionary,"4,895,230",0,,,
DEG,De Grey Mining,Materials,"52,558,800",2,,,
DEM,De.Mem Limited,Utilities,"36,399,000",2,,,
DEV,DEVEX Resources Limited,Energy,"11,708,400",1,,,
DFM,Dongfang Modern AG,Consumer Staples,"348,896,000",15,,,
DGH,Desane Group Holdings,Real Estate,"63,410,500",3,,,
DGO,DGO Gold Limited,Materials,"28,157,100",1,,,
DGR,DGR Global Limited,Materials,"49,054,600",2,,,
DHG,Domain Holdings Aus,Information Technology,"1,976,630,000",87,,,
DHR,Dark Horse Resources,Materials,"9,113,360",0,,,
DIV,Ubs IQ Mstar Aus DIV ETF Units FP,,"10,248,000",0,,,
DJRE,SPDR DJ Global REIT ETF Units FP,,"345,498,000",15,,,
DJW,Djerriwarrh,,"786,762,000",35,,,
DKM,Duketon Mining,Materials,"25,963,600",1,,,
DLC,Delecta Limited,Consumer Discretionary,"3,479,980",0,,,
DMA,Dynasty Resources,Materials,"30,379,600",1,,,
DME,Dome Gold Mines Limited,Materials,"55,779,900",2,,,
DMG,Dragon Mountain Gold,Materials,"5,270,610",0,,,
DMKT,Ampcap Dynamic MKTHF Trading Managed Fund Units FP,,"22,459,300",1,,,
DMP,Domino PIZZA Enterpr,Consumer Discretionary,"3,984,870,000",175,,,
DN8,Dreamscape Netwk Limited,Information Technology,"103,258,000",5,,,
DNA,Donaco International,Consumer Discretionary,"53,533,500",2,,,
DNK,Danakali Limited,Materials,"168,480,000",7,,,
DOR,Doriemus Plc,Energy,"2,319,320",0,,,
DOW,Downer Edi Limited,Industrials,"4,638,680,000",204,,,
DRE,Drednought Resources,Materials,"11,730,700",1,,,
DRO,Droneshield Limited,Industrials,"91,539,600",4,,,
DRUG,Beta Global Health ETF Units FP,,"31,920,200",1,,,
DRX,Diatreme Resources,Materials,"14,645,200",1,,,
DSE,Dropsuite Limited,Information Technology,"15,304,100",1,,,
DTI,DTI Group Limited,Information Technology,"5,168,200",0,,,
DTL,Data#3 Limited,Information Technology,"457,306,000",0.02,,,
DTM,Dart Mining NL,Materials,"8,139,010",0,,,
DTR,Dateline Resources,Materials,"16,270,900",1,,,
DTS,Dragontail Systems,Information Technology,"39,821,300",2,,,
DTZ,DOTZ Nano Limited,Information Technology,"10,633,000",0,,,
DUB,Dubber Corp Limited,Information Technology,"298,801,000",13,,,
DUI,Diversified United,,"989,811,000",43,,,
DVL,Dorsavi Limited,Health Care,"8,772,720",0,,,
DVN,Devine Limited,Real Estate,"24,603,200",1,,,
DW8,Digital Wine Venture,Consumer Discretionary,"6,256,710",0,,,
DWS,DWS Limited,Information Technology,"137,105,000",6,,,
DXB,Dimerix Limited,Health Care,"15,085,900",1,,,
DXN,DXN Limited,Information Technology,"19,433,300",1,,,
DXS,Dexus FP Units Stapled Securities,Real Estate,"13,085,500,000",574,,,
DYL,Deep Yellow Limited,Energy,"71,313,400",3,,,
E25,Element 25 Limited,Materials,"18,841,000",1,,,
E2E,Eon NRG Limited,Energy,"3,849,440",0,,,
E2M,E2 Metals,Materials,"15,617,900",1,,,
E3S,E3SIXTY,Materials,283.649,0,,,
EAF,Evanspartnersasiafnd Ordinary Units FP,,"152,345,000",7,,,
EAI,Ellerston Asian,,"131,691,000",6,,,
EAR,Echo Resources,Materials,"236,793,000",0.01,,,
EAS,Easton Investments,Financials,"30,069,100",1,,,
EAX,Energy Action Limited,Industrials,"8,305,320",0,,,
EBG,Eumundi Group Limited,Consumer Discretionary,"39,156,400",2,,,
EBO,Ebos Group Limited,Health Care,"3,716,050,000",163,,,
ECG,Ecargo HLDG,Industrials,"33,838,800",1,,,
ECL,Excelsior Capital,Industrials,"34,068,500",1,,,
ECS,ECS Botanics Holding,Health Care,"9,874,280",0,,,
ECT,ENV Clean Tech Limited,Industrials,"14,401,500",1,,,
ECX,Eclipx Group Limited,Financials,"570,551,000",25,,,
ED1,Evans Dixon,Financials,"198,645,000",9,,,
EDC,Eildon Capital Limited,Financials,"47,834,200",2,,,
EDE,Eden INV Limited,Energy,"77,561,800",3,,,
EEG,Empire Energy Limited,Energy,"45,105,300",2,,,
EER,East Energy Resource,Energy,"9,602,960",0,,,
EEU,Betashares Euro ETF ETF Units FP,,"4,920,300",0,,,
EFE,Eastern Iron,Materials,"2,059,500",0,,,
EFF,E&P Aus Flagship Ordinary Units FP,,"34,404,000",2,,,
EGA,Egan Street Res Limited,Materials,"41,890,300",2,,,
EGD,E&P GBL Disruption Ordinary Units FP,,"259,904,000",11,,,
EGF,Evans & Partners Ordinary Units FP,,"199,144,000",9,,,
EGG,Enero Group Limited,Consumer Discretionary,"179,896,000",8,,,
EGH,Eureka Group Limited,Real Estate,"69,011,300",3,,,
EGI,Ellerston Global INV,,"102,202,000",4,,,
EGL,Environmental Group,Industrials,"9,788,930",0,,,
EGN,Engenco Limited,Industrials,"170,793,000",7,,,
EGO,Empire Oil & Gas,Energy,614.241,0,,,
EGY,Energy Tech Limited,Industrials,"24,829,200",1,,,
EHE,Estia Health Limited,Health Care,"667,178,000",29,,,
EHH,Eagle HLTH Holdings Limited,Consumer Staples,"56,632,900",2,,,
EHL,Emeco Holdings,Industrials,"618,952,000",27,,,
EHX,Ehr Resources,Materials,"3,293,370",0,,,
EIGA,Einvest Income Trading Managed Units FP,,"23,284,900",1,,,
EINC,Betalm Equity Income Trading Managed Units FP,,"22,759,300",1,,,
ELD,Elders Limited,Consumer Staples,"895,232,000",39,,,
ELE,Elmore Limited,Materials,"15,585,700",1,,,
ELK,ELK Petroleum,Energy,"22,771,600",1,,,
ELO,Elmo Software,Information Technology,"456,127,000",0.02,,,
ELS,Elsight Limited,Information Technology,"40,315,200",2,,,
ELT,Elementos Limited,Materials,"6,177,320",0,,,
ELX,ELLEX Medical Lasers,Health Care,"78,980,600",3,,,
EM1,Emerge Gaming Limited,Information Technology,"7,473,510",0,,,
EM2,Eagle Mountain,Materials,"15,548,700",1,,,
EMB,Embelton Limited,Industrials,"23,714,800",1,,,
EME,Energy Metals Limited,Energy,"25,162,000",1,,,
EMH,European Metals HLDG,Materials,"30,912,000",1,,,
EMKT,Vaneck Emerging MKT ETF Units FP,,"22,852,500",1,,,
EML,EML Payments Limited,Information Technology,"1,095,920,000",48,,,
EMMG,Beta LM Em Fund Trading Managed Units FP,,"8,047,990",0,,,
EMN,Euromanganese,Materials,"12,703,400",1,,,
EMP,Emperor Energy Limited,Energy,"3,630,280",0,,,
EMR,Emerald Res NL,Materials,"124,987,000",5,,,
EMU,EMU NL,Materials,"5,848,690",0,,,
EMV,Emvision Medical,Health Care,"24,473,600",1,,,
EN1,Engage:BDR Limited,Information Technology,"14,067,700",1,,,
ENA,Ensurance Limited,Financials,"6,321,740",0,,,
ENB,Eneabba Gas Limited,Utilities,"2,892,250",0,,,
ENE,Enevis Limited,Industrials,"9,325,550",0,,,
ENN,Elanor Investors Group,Consumer Discretionary,"209,627,000",9,,,
ENR,Encounter Resources,Materials,"36,507,200",2,,,
ENT,Enterprise Metals,Materials,"4,014,130",0,,,
ENX,Enegex Limited,Energy,965.997,0,,,
EOF,Ecofibre Limited,Health Care,"355,515,000",16,,,
EOL,Energy One Limited,Information Technology,"40,691,400",2,,,
EOR,En Oil Gas Limited,Energy,18.733,0,,,
EOS,Electro Optic SYS,Industrials,"744,805,000",33,,,
EPA,Ephraim Res Limited,Consumer Staples,"3,080,000",0,,,
EPD,Empired Limited,Information Technology,"47,177,600",2,,,
EPM,Eclipse Metals,Energy,"2,297,350",0,,,
EPW,Erm Power Limited,Utilities,"605,698,000",27,,,
EQE,EQUUS Mining Limited,Materials,"16,269,700",1,,,
EQT,Equity HL,Financials,"621,031,000",27,,,
EQX,Equatorial Res Limited,Materials,"33,600,200",1,,,
ERA,Energy Resources 'A',Energy,"111,311,000",5,,,
ERF,Elanoretl Property FP Units Stapled Securities,Real Estate,"162,199,000",7,,,
ERG,Eneco Refresh Limited,Consumer Staples,"18,792,700",1,,,
ERL,Empire Resources,Materials,"7,461,780",0,,,
ERM,Emmerson Resources,Materials,"57,355,300",3,,,
ERX,Exore Resources Limited,Materials,"42,500,900",2,,,
ESE,Esense-Lab Limited,Health Care,"3,414,180",0,,,
ESGI,Vaneck ESG Internatl ETF Units FP,,"27,864,500",1,,,
ESH,Esports Mogul Limited,Information Technology,"21,201,100",1,,,
ESK,Etherstack Plc,Information Technology,"29,038,200",1,,,
ESR,Estrella Res Limited,Materials,"4,277,180",0,,,
ESTX,ETFSEUROSTOXX50 ETF Units FP,,"52,026,000",2,,,
ETF,Ubs IQ Mstar Aus ETF Units FP,,"8,172,200",0,,,
ETHI,Betasustainability ETF Units FP,,"369,801,000",16,,,
ETPMAG,ETFs Physical Silver,,"89,993,100",4,,,
ETPMPD,ETFs Physical Palladium,,"2,609,740",0,,,
ETPMPM,ETFs Physical PM Basket,,"9,535,060",0,,,
ETPMPT,ETFs Physical Platinum,,"5,740,430",0,,,
EUC,European Cobalt Limited,Materials,"25,136,000",1,,,
EUR,European Lithium Limited,Materials,"55,783,700",2,,,
EVE,EVE Investments Limited,Financials,"10,024,100",0,,,
EVN,Evolution Mining Limited,Materials,"7,707,200,000",338,,,
EVO,Evolve Education Group Foreign Exempt NZX,Consumer Discretionary,"92,437,600",4,,,
EVS,Envirosuite Limited,Information Technology,"106,840,000",5,,,
EVT,Event Hospitality,Consumer Discretionary,"2,171,780,000",95,,,
EVZ,EVZ Limited,Industrials,"21,145,700",1,,,
EWC,Energy World Corpor,Utilities,"154,424,000",7,,,
EX1,Exopharm Limited,Health Care,"23,924,200",1,,,
EX20,BETAAUSEX20 ETF Units FP,,"129,072,000",6,,,
EXL,Elixinol Global,Consumer Staples,"121,848,000",5,,,
EXO,ENNOX Group Limited,Financials,"1,768,510",0,,,
EXP,Experience Co Limited,Consumer Discretionary,"147,290,000",6,,,
EXR,Elixir Energy Limited,Energy,"26,851,200",1,,,
EZL,EUROZ Limited,Financials,"162,197,000",7,,,
F100,Betashares Ftse 100 ETF Units FP,,"72,278,200",3,,,
FAIR,Betaausustainability ETF Units FP,,"336,081,000",15,,,
FAM,Family Insights,Information Technology,"3,600,000",0,,,
FAR,FAR Limited,Energy,"345,421,000",15,,,
FAU,First Au Limited,Materials,"4,001,250",0,,,
FBR,FBR Limited,Industrials,"92,639,700",4,,,
FBU,Fletcher Building Foreign Exempt NZX,Materials,"4,027,380,000",177,,,
FCG,Frontier Capital Group,Consumer Discretionary,"19,103,200",1,,,
FCL,Fineos Corp Hold Plc,Information Technology,"827,515,000",36,,,
FCT,Firstwave Cloud Tech,Information Technology,"57,565,200",3,,,
FDM,Freedom Oil Gas,Energy,"11,847,200",1,,,
FDV,Frontier Digital Limited,Information Technology,"180,925,000",8,,,
FDX,Frontier Diamonds,Materials,"2,662,660",0,,,
FE8,Faster Enterprises,Real Estate,"1,330,620",0,,,
FEI,Fe INV Group Limited,Financials,"11,779,000",1,,,
FEL,Fe Limited,Materials,"6,841,820",0,,,
FEMX,Fidelity Gem Trading Managed Units FP,,"28,266,300",1,,,
FEX,FENIX Resources Limited,Materials,"15,554,100",1,,,
FFC,Farmaforce Limited,Health Care,"4,347,120",0,,,
FFG,Fatfish Blockchain,Financials,"5,921,510",0,,,
FFI,F.F.I. Holdings,Consumer Staples,"44,117,500",2,,,
FGF,First Growth Funds,,"13,598,600",1,,,
FGG,Future GLB Invest Co,,"509,329,000",22,,,
FGO,Flamingo Ai Limited,Information Technology,"3,360,380",0,,,
FGR,First Graphene Limited,Materials,"97,316,800",4,,,
FGX,Future Gen Limited,,"452,917,000",0.02,,,
FHS,Freehill Mining Limited,Materials,"9,795,290",0,,,
FID,Fiducian Group Limited,Financials,"174,507,000",8,,,
FIG,Freedom Insurance,Financials,"4,794,470",0,,,
FIJ,Fiji Kava Limited,Consumer Staples,"4,488,640",0,,,
FIN,FIN Resources Limited,Materials,"3,791,990",0,,,
FLC,Fluence Corporation,Industrials,"252,599,000",11,,,
FLN,Freelancer Limited,Industrials,"361,225,000",16,,,
FLOT,Vaneck Au Float Rate ETF Units FP,,"241,193,000",11,,,
FLT,Flight Centre Travel,Consumer Discretionary,"4,813,280,000",211,,,
FMG,Fortescue Metals Group,Materials,"27,094,900,000",1189,,,
FML,Focus Minerals Limited,Materials,"52,997,100",2,,,
FMS,Flinders Mines Limited,Materials,"184,714,000",8,,,
FNP,Freedom Food Limited,Consumer Staples,"1,432,740,000",63,,,
FNT,Frontier Resources,Materials,"6,358,320",0,,,
FOD,The Food Revolution,Consumer Staples,"39,857,100",2,,,
FOOD,Beta Global Agri ETF Units FP,,"20,527,500",1,,,
FOR,Forager Aust SHS FND Ordinary Units FP,,"136,613,000",6,,,
FPC,Fat Prophets GBL Limited,,"41,128,600",2,,,
FPH,Fisher & Paykel H Foreign Exempt NZX,Health Care,"9,216,390,000",405,,,
FPL,Fremont Petroleum,Energy,"13,346,700",1,,,
FPP,Fat Prophets G P F Ordinary Units FP,,"15,565,200",1,,,
FRI,Finbar Group Limited,Real Estate,"229,944,000",0.01,,,
FRM,Farm Pride Foods,Consumer Staples,"16,002,300",1,,,
FRN,Fraser Range Metals,Materials,"5,750,000",0,,,
FRX,Flexiroam Limited,Telecommunication Services,"7,746,670",0,,,
FSA,FSA Group Limited,Financials,"127,594,000",6,,,
FSF,Fonterra Share Fund Ordinary Units FP Foreign Exempt NZX,Consumer Staples,"316,570,000",14,,,
FSG,Field Solu Holdings Limited,Telecommunication Services,"7,310,240",0,,,
FSI,Flagship Investments,,"46,415,000",2,,,
FTC,Fintech Chain Limited,Information Technology,"94,361,600",4,,,
FTT,Factor Theraptcs Limited,Health Care,"3,128,510",0,,,
FTZ,Fertoz Limited,Materials,"15,434,300",1,,,
FUEL,Beta Global Energy ETF Units FP,,"23,320,000",1,,,
FUN,Funtastic Limited,Consumer Discretionary,"9,093,900",0,,,
FWD,Fleetwood Corp,Consumer Discretionary,"182,599,000",8,,,
FXL,Flexigroup Limited,Financials,"1,005,700,000",44,,,
FYI,FYI Resources Limited,Materials,"9,787,540",0,,,
FZO,Family ZONE Cyber,Information Technology,"34,871,700",2,,,
FZR,Fitzroy River Corp,Energy,"13,818,100",1,,,
G1A,Galena Mining,Materials,"131,468,000",6,,,
G88,Golden Mile Res Limited,Materials,"4,476,400",0,,,
GAL,Galileo Mining Limited,Materials,"11,073,500",0,,,
GAP,Gale Pacific Limited,Consumer Discretionary,"83,254,200",4,,,
GAS,State GAS Limited,Energy,"52,133,300",2,,,
GBA,Grandbridge Limited,Financials,612.667,0,,,
GBE,Globe Metals &Mining,Materials,"8,386,600",0,,,
GBM,GBM Gold Limited,Materials,"8,946,560",0,,,
GBP,Global Petroleum,Energy,"4,255,710",0,,,
GBR,Greatbould Resources,Materials,"4,203,800",0,,,
GBT,GBST Holdings,Information Technology,"260,105,000",11,,,
GBZ,GBM Rsources Limited,Materials,"4,362,390",0,,,
GC1,Glennon SML Co Limited,,"39,898,200",2,,,
GCI,Gryphon Capital Ordinary Units FP,,"321,558,000",14,,,
GCM,Garda Capital Group,Financials,"60,142,500",3,,,
GCN,Goconnect Limited,Information Technology,"7,122,600",0,,,
GCR,Golden Cross,Materials,"1,930,820",0,,,
GCY,Gascoyne Res Limited,Materials,"39,189,700",2,,,
GDF,Garda DIV Prop Fund Ordinary Units FP,Real Estate,"272,474,000",12,,,
GDG,Generation DEV Group,Financials,"82,064,900",4,,,
GDI,GDI Property Group,Real Estate,"824,338,000",36,,,
GDX,Vaneck Gold Miners ETF Cdis 1:1,,"181,795,000",8,,,
GEAR,Betshares GEAR Fund ETF Units FP,,"81,877,100",4,,,
GED,Golden Deeps,Materials,"6,854,960",0,,,
GEM,G8 Education Limited,Consumer Discretionary,"1,187,250,000",52,,,
GES,Genesis Resources,Materials,"3,131,360",0,,,
GEV,Global Ene Ven Limited,Energy,"55,115,800",2,,,
GFI,Global Fortune Limited,Materials,"16,156,900",1,,,
GFL,Global Masters Fund,,"19,837,800",1,,,
GFS,Gasfields Limited,Energy,"22,372,100",1,,,
GGE,Grand Gulf Energy,Energy,"2,302,500",0,,,
GGG,Greenland Minerals,Materials,"154,828,000",7,,,
GGUS,Beta Geared US EQ Trading Managed Fund Units FP,,"23,621,000",1,,,
GGX,GAS2GRID Limited,Energy,"5,888,540",0,,,
GIB,Gibb River Diamonds,Materials,"6,267,780",0,,,
GID,Gi Dynamics Inc Cdi Forus,Health Care,"16,036,500",1,,,
GLA,Gladiator Resources,Materials,"1,569,330",0,,,
GLB,Globe International,Consumer Discretionary,"62,195,700",3,,,
GLE,GLG Corp Limited,Consumer Discretionary,"8,892,000",0,,,
GLH,Global Health Limited,Health Care,"5,725,360",0,,,
GLIN,Ampcap Global Infra Trading Managed Fund Units FP,,"31,362,100",1,,,
GLL,Galilee Energy Limited,Energy,"223,874,000",0.01,,,
GLN,Galan Lithium Limited,Materials,"32,302,400",1,,,
GLV,Globalvana,Energy,"6,258,960",0,,,
GMA,Genworth Mortgage,Financials,"1,402,550,000",62,,,
GMC,Gulf Manganese Corp,Materials,"29,877,900",1,,,
GMD,Genesis Minerals,Materials,"45,205,000",2,,,
GME,GME Resources Limited,Materials,"30,374,600",1,,,
GMG,Goodman Group,Real Estate,"25,926,900,000",1138,,,
GML,Gateway Mining,Materials,"27,386,300",1,,,
