Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:CBA,"Commonwealth Bank (ASX:CBA)",https://www.listcorp.com/asx/cba/commonwealth-bank,"	291367000000",176.35,2.25,1.29,Financials
ASX:BHP,"BHP Group Limited (ASX:BHP)",https://www.listcorp.com/asx/bhp/bhp-group-limited,"	216057000000",42.34,-0.20,-0.47,Materials
ASX:WBC,"Westpac Banking Corp (ASX:WBC)",https://www.listcorp.com/asx/wbc/westpac,"	138251000000",40.21,-0.21,-0.52,Financials
ASX:NAB,"National Australia Bank Limited (ASX:NAB)",https://www.listcorp.com/asx/nab/national-australia-bank-limited,"	134130000000",44.53,0.74,1.69,Financials
ASX:ANZ,"ANZ Group Holdings Limited (ASX:ANZ)",https://www.listcorp.com/asx/anz/anz-group-holdings-limited,"	109883000000",36.84,0.01,0.03,Financials
ASX:WES,"Wesfarmers Limited (ASX:WES)",https://www.listcorp.com/asx/wes/wesfarmers-limited,"	93566300000",82.13,-0.35,-0.42,"Consumer Discretionary"
ASX:CSL,"CSL Limited (ASX:CSL)",https://www.listcorp.com/asx/csl/csl-limited,"	85866900000",176.34,-0.65,-0.37,"Health Care"
ASX:MQG,"Macquarie Group Limited (ASX:MQG)",https://www.listcorp.com/asx/mqg/macquarie-group-limited,"	82787100000",216.43,-0.78,-0.36,Financials
ASX:GMG,"Goodman Group (ASX:GMG)",https://www.listcorp.com/asx/gmg/goodman-group,"	66108200000",31.23,-1.10,-3.4,"Real Estate"
ASX:FMG,"Fortescue Ltd (ASX:FMG)",https://www.listcorp.com/asx/fmg/fortescue-ltd,"	63088000000",19.97,-0.52,-2.54,Materials
ASX:TLS,"Telstra Group Limited (ASX:TLS)",https://www.listcorp.com/asx/tls/telstra-group-limited,"	54801900000",4.91,0.07,1.45,"Communication Services"
ASX:RIO,"Rio Tinto (ASX:RIO)",https://www.listcorp.com/asx/rio/rio-tinto,"	48035400000",127.84,-1.57,-1.21,Materials
ASX:WDS,"Woodside Energy Group Ltd (ASX:WDS)",https://www.listcorp.com/asx/wds/woodside-energy-group,"	47413400000",25.16,0.22,0.88,Energy
ASX:TCL,"Transurban Group (ASX:TCL)",https://www.listcorp.com/asx/tcl/transurban-group,"	45007200000",14.57,0.12,0.83,Industrials
ASX:ALL,"Aristocrat Leisure Limited (ASX:ALL)",https://www.listcorp.com/asx/all/aristocrat-leisure-limited,"	38893800000",63.08,0.03,0.05,"Consumer Discretionary"
ASX:SIG,"Sigma Healthcare Limited (ASX:SIG)",https://www.listcorp.com/asx/sig/sigma-healthcare-limited,"	35785500000",3.12,0.02,0.65,"Health Care"
ASX:WOW,"Woolworths Group Limited (ASX:WOW)",https://www.listcorp.com/asx/wow/woolworths-group,"	34290200000",28.12,0.05,0.18,"Consumer Staples"
ASX:NST,"Northern Star Resources Limited (ASX:NST)",https://www.listcorp.com/asx/nst/northern-star-resources-limited,"	34208900000",23.8,-0.11,-0.46,Materials
ASX:BXB,"Brambles Limited (ASX:BXB)",https://www.listcorp.com/asx/bxb/brambles-limited,"	31891300000",23.92,0.51,2.18,Industrials
ASX:QBE,"QBE Insurance Group Limited (ASX:QBE)",https://www.listcorp.com/asx/qbe/qbe-insurance-group-limited,"	29418600000",19.48,0.00,0,Financials
ASX:COL,"Coles Group Limited (ASX:COL)",https://www.listcorp.com/asx/col/coles-group-limited,"	29258600000",21.97,0.17,0.78,"Consumer Staples"
ASX:REA,"REA Group Ltd (ASX:REA)",https://www.listcorp.com/asx/rea/rea-group,"	28043200000",213.18,0.91,0.43,"Communication Services"
ASX:PME,"Pro Medicus Limited (ASX:PME)",https://www.listcorp.com/asx/pme/pro-medicus,"	26993100000",254.57,-3.72,-1.44,"Health Care"
ASX:XRO,"Xero Limited (ASX:XRO)",https://www.listcorp.com/asx/xro/xero-limited,"	24152600000",144.63,-1.34,-0.92,"Information Technology"
ASX:WTC,"WiseTech Global Limited (ASX:WTC)",https://www.listcorp.com/asx/wtc/wisetech-global-limited,"	23021600000",67.55,-0.96,-1.4,"Information Technology"
ASX:VAS,"Vanguard Australian Shares Index ETF (ASX:VAS)",https://www.listcorp.com/asx/vas/vanguard-australian-shares-index-etf,"	22159500000",109.3,-0.10,-0.09,Unclassified
ASX:RMD,"ResMed Inc (ASX:RMD)",https://www.listcorp.com/asx/rmd/resmed-inc,"	21848800000",37.99,0.22,0.58,"Health Care"
ASX:EVN,"Evolution Mining Limited (ASX:EVN)",https://www.listcorp.com/asx/evn/evolution-mining-limited,"	21076900000",10.33,-0.05,-0.48,Materials
ASX:CPU,"Computershare Limited (ASX:CPU)",https://www.listcorp.com/asx/cpu/computershare-limited,"	21030200000",36.57,0.21,0.58,Industrials
ASX:SCG,"Scentre Group Limited (ASX:SCG)",https://www.listcorp.com/asx/scg/scentre-group-limited,"	20917800000",4.06,0.05,1.25,"Real Estate"
ASX:SUN,"Suncorp Group Limited (ASX:SUN)",https://www.listcorp.com/asx/sun/suncorp-group-limited,"	20717200000",19.25,0.12,0.63,Financials
ASX:STO,"Santos Limited (ASX:STO)",https://www.listcorp.com/asx/sto/santos-limited,"	20590900000",6.32,-0.02,-0.32,Energy
ASX:ORG,"Origin Energy Limited (ASX:ORG)",https://www.listcorp.com/asx/org/origin-energy-limited,"	20500700000",11.94,0.04,0.34,Utilities
ASX:PMGOLD,"Perth Mint Gold Structured Product (ASX:PMGOLD)",https://www.listcorp.com/asx/pmgold/perth-mint-gold-structured-product,"	19511800000",60.85,0.16,0.26,Unclassified
ASX:SGH,"SGH Limited (ASX:SGH)",https://www.listcorp.com/asx/sgh/sgh-limited,"	19267300000",46.81,-0.53,-1.12,Industrials
ASX:FPH,"Fisher & Paykel Healthcare Corporation Limited (ASX:FPH)",https://www.listcorp.com/asx/fph/fisher-and-paykel-healthcare-corporation-limited,"	18904000000",32.7,0.51,1.58,"Health Care"
ASX:COH,"Cochlear Limited (ASX:COH)",https://www.listcorp.com/asx/coh/cochlear-limited,"	18356000000",284.82,4.13,1.47,"Health Care"
ASX:IAG,"Insurance Australia Group Limited (ASX:IAG)",https://www.listcorp.com/asx/iag/insurance-australia-group-limited,"	18354600000",7.82,0.06,0.77,Financials
ASX:SOLDA,"Washington H. Soul Pattinson and Company Limited (Deferred) (ASX:SOLDA)",https://www.listcorp.com/asx/solda/washington-h.-soul-pattinson-and-company-limited-deferred,"	17731600000",40.88,0.00,0,Financials
ASX:QAN,"Qantas Airways Limited (ASX:QAN)",https://www.listcorp.com/asx/qan/qantas-airways-limited,"	15495200000",10.16,-0.08,-0.78,Industrials
ASX:SGP,"Stockland (ASX:SGP)",https://www.listcorp.com/asx/sgp/stockland,"	14994500000",6.16,-0.03,-0.48,"Real Estate"
ASX:SOL,"Washington H. Soul Pattinson and Company Limited (ASX:SOL)",https://www.listcorp.com/asx/sol/washington-h.-soul-pattinson-and-company-limited,"	14212800000",37.83,0.42,1.12,Financials
ASX:LYC,"Lynas Rare Earths Limited (ASX:LYC)",https://www.listcorp.com/asx/lyc/lynas-rare-earths-limited,"	13940100000",13.4,-0.45,-3.25,Materials
ASX:S32,"South32 Limited (ASX:S32)",https://www.listcorp.com/asx/s32/south32-limited,"	13752800000",3.02,-0.04,-1.31,Materials
ASX:VGS,"Vanguard MSCI Index International Shares ETF (ASX:VGS)",https://www.listcorp.com/asx/vgs/vanguard-msci-index-international-shares-etf,"	13523100000",154.1,-0.54,-0.35,Unclassified
ASX:MPL,"Medibank Private Limited (ASX:MPL)",https://www.listcorp.com/asx/mpl/medibank-private-limited,"	13329400000",4.9,0.06,1.24,Financials
ASX:CAR,"CAR Group Limited (ASX:CAR)",https://www.listcorp.com/asx/car/car-group-limited,"	13143000000",34.9,0.17,0.49,"Communication Services"
ASX:JHX,"James Hardie Industries plc (ASX:JHX)",https://www.listcorp.com/asx/jhx/james-hardie-industries-plc,"	13104400000",29.48,-0.99,-3.25,Materials
ASX:IVV,"iShares S&P 500 ETF (ASX:IVV)",https://www.listcorp.com/asx/ivv/ishares-s-and-p-500-etf,"	12726800000",69.4,-0.12,-0.17,Unclassified
ASX:NEM,"Newmont Corporation (ASX:NEM)",https://www.listcorp.com/asx/nem/newmont-corporation,"	12369000000",122.32,-0.75,-0.61,Materials
ASX:TNE,"Technology One Limited (ASX:TNE)",https://www.listcorp.com/asx/tne/technology-one-limited,"	12063500000",36.06,-0.79,-2.14,"Information Technology"
ASX:AIA,"Auckland International Airport Limited (ASX:AIA)",https://www.listcorp.com/asx/aia/auckland-international-airport-limited,"	12051300000",7.06,-0.05,-0.7,Industrials
ASX:TLC,"The Lottery Corporation Limited (ASX:TLC)",https://www.listcorp.com/asx/tlc/the-lottery-corporation-limited,"	12019200000",5.4,0.00,0,"Consumer Discretionary"
ASX:APA,"APA Group (ASX:APA)",https://www.listcorp.com/asx/apa/apa-group,"	11994500000",9.21,0.09,0.99,Utilities
ASX:VCX,"Vicinity Centres (ASX:VCX)",https://www.listcorp.com/asx/vcx/vicinity-centres,"	11361300000",2.46,-0.01,-0.4,"Real Estate"
ASX:ALQ,"ALS Limited (ASX:ALQ)",https://www.listcorp.com/asx/alq/als-limited,"	11102600000",21.79,-0.10,-0.46,Industrials
ASX:JBH,"JB Hi-Fi Limited (ASX:JBH)",https://www.listcorp.com/asx/jbh/jb-hi-fi-limited,"	11097400000",100.73,-0.77,-0.76,"Consumer Discretionary"
ASX:ASX,"ASX Limited (ASX:ASX)",https://www.listcorp.com/asx/asx/asx-limited,"	10954600000",57.29,0.91,1.61,Financials
ASX:IFT,"Infratil Limited (ASX:IFT)",https://www.listcorp.com/asx/ift/infratil-limited,"	10620100000",10.77,0.12,1.13,Financials
ASX:NXT,"NEXTDC Limited (ASX:NXT)",https://www.listcorp.com/asx/nxt/nextdc-limited,"	10567600000",15.69,-0.80,-4.85,"Information Technology"
ASX:CHC,"Charter Hall Group (ASX:CHC)",https://www.listcorp.com/asx/chc/charter-hall-group,"	10429600000",22.11,0.06,0.27,"Real Estate"
ASX:ORI,"Orica Limited (ASX:ORI)",https://www.listcorp.com/asx/ori/orica-limited,"	10426700000",22.25,-0.05,-0.22,Materials
ASX:SHL,"Sonic Healthcare Limited (ASX:SHL)",https://www.listcorp.com/asx/shl/sonic-healthcare,"	10270300000",20.68,-0.10,-0.48,"Health Care"
ASX:TPG,"TPG Telecom Limited (ASX:TPG)",https://www.listcorp.com/asx/tpg/tpg-telecom-limited,"	10096200000",5.44,0.01,0.18,"Communication Services"
ASX:GPT,"The GPT Group (ASX:GPT)",https://www.listcorp.com/asx/gpt/gpt-group,"	10095100000",5.28,0.01,0.19,"Real Estate"
ASX:PLS,"Pilbara Minerals Limited (ASX:PLS)",https://www.listcorp.com/asx/pls/pilbara-minerals-limited,"	9916380000",2.98,-0.10,-3.25,Materials
ASX:SEK,"SEEK Limited (ASX:SEK)",https://www.listcorp.com/asx/sek/seek-limited,"	9644950000",26.66,-0.34,-1.26,"Communication Services"
ASX:BSL,"BlueScope Steel Limited (ASX:BSL)",https://www.listcorp.com/asx/bsl/bluescope-steel-limited,"	9570470000",21.76,-0.06,-0.27,Materials
ASX:HUB,"HUB24 Limited (ASX:HUB)",https://www.listcorp.com/asx/hub/hub24-limited,"	9360570000",114.58,0.10,0.09,Financials
ASX:AFI,"Australian Foundation Investment Company Limited (ASX:AFI)",https://www.listcorp.com/asx/afi/australian-foundation-investment-company-limited,"	9225050000",7.36,0.03,0.41,Financials
ASX:APE,"Eagers Automotive Limited (ASX:APE)",https://www.listcorp.com/asx/ape/eagers-automotive-limited,"	9190960000",32.84,0.29,0.89,"Consumer Discretionary"
ASX:MIN,"Mineral Resources Limited (ASX:MIN)",https://www.listcorp.com/asx/min/mineral-resources-limited,"	9095020000",44.45,-1.57,-3.41,Materials
ASX:HVN,"Harvey Norman Holdings Limited (ASX:HVN)",https://www.listcorp.com/asx/hvn/harvey-norman-holdings-limited,"	9083390000",7.31,0.02,0.27,"Consumer Discretionary"
ASX:MGR,"Mirvac Group (ASX:MGR)",https://www.listcorp.com/asx/mgr/mirvac-group,"	8917640000",2.25,-0.01,-0.44,"Real Estate"
ASX:360,"Life360, Inc. (ASX:360)",https://www.listcorp.com/asx/360/life360-inc.,"	8455460000",48.53,-2.23,-4.39,"Information Technology"
ASX:A200,"BetaShares Australia 200 ETF (ASX:A200)",https://www.listcorp.com/asx/a200/betashares-australia-200-etf,"	8354430000",146.87,-0.10,-0.07,Unclassified
ASX:AMC,"Amcor Limited (ASX:AMC)",https://www.listcorp.com/asx/amc/amcor-limited,"	8282430000",12.17,0.15,1.25,Materials
ASX:MCY,"Mercury NZ Limited (ASX:MCY)",https://www.listcorp.com/asx/mcy/mercury-nz-limited,"	8022440000",5.73,0.07,1.24,Utilities
ASX:QUAL,"VanEck MSCI International Quality ETF (ASX:QUAL)",https://www.listcorp.com/asx/qual/vaneck-msci-international-quality-etf,"	7941440000",61.45,-0.16,-0.26,Unclassified
ASX:NDQ,"BetaShares NASDAQ 100 ETF (ASX:NDQ)",https://www.listcorp.com/asx/ndq/betashares-nasdaq-100-etf,"	7748170000",57.57,-0.59,-1.01,Unclassified
ASX:DXS,"Dexus (ASX:DXS)",https://www.listcorp.com/asx/dxs/dexus,"	7701050000",7.13,-0.03,-0.42,"Real Estate"
ASX:QUB,"Qube Holdings Limited (ASX:QUB)",https://www.listcorp.com/asx/qub/qube-holdings-limited,"	7609330000",4.32,0.02,0.47,Industrials
ASX:IOZ,"iShares Core S&P/ASX 200 ETF (ASX:IOZ)",https://www.listcorp.com/asx/ioz/ishares-core-s-and-p-asx-200-etf,"	7587680000",35.31,-0.02,-0.06,Unclassified
ASX:NWL,"Netwealth Group Limited (ASX:NWL)",https://www.listcorp.com/asx/nwl/netwealth-group-limited,"	7564790000",30.99,0.16,0.52,Financials
ASX:YAL,"Yancoal Australia Ltd (ASX:YAL)",https://www.listcorp.com/asx/yal/yancoal-australia-ltd,"	7434070000",5.59,-0.04,-0.71,Energy
ASX:RHC,"Ramsay Health Care Limited (ASX:RHC)",https://www.listcorp.com/asx/rhc/ramsay-health-care-limited,"	7245750000",30.79,-0.60,-1.91,"Health Care"
ASX:SFR,"Sandfire Resources Limited (ASX:SFR)",https://www.listcorp.com/asx/sfr/sandfire-resources-limited,"	7238970000",15.6,-0.11,-0.7,Materials
ASX:BEN,"Bendigo and Adelaide Bank Limited (ASX:BEN)",https://www.listcorp.com/asx/ben/bendigo-and-adelaide-bank-limited,"	7236110000",12.82,0.08,0.63,Financials
ASX:ALD,"Ampol Limited (ASX:ALD)",https://www.listcorp.com/asx/ald/ampol-limited,"	7180040000",30.25,0.12,0.4,Energy
ASX:WOR,"Worley Limited (ASX:WOR)",https://www.listcorp.com/asx/wor/worley-limited,"	7169070000",13.95,-0.06,-0.43,Industrials
ASX:REH,"Reece Limited (ASX:REH)",https://www.listcorp.com/asx/reh/reece-limited,"	7013010000",11.25,-0.10,-0.88,Industrials
ASX:ALX,"Atlas Arteria (ASX:ALX)",https://www.listcorp.com/asx/alx/atlas-arteria,"	7007530000",4.86,0.03,0.62,Industrials
ASX:A2M,"The A2 Milk Company Limited (ASX:A2M)",https://www.listcorp.com/asx/a2m/the-a2-milk-company,"	6964090000",9.6,0.00,0,"Consumer Staples"
ASX:ARG,"Argo Investments Limited (ASX:ARG)",https://www.listcorp.com/asx/arg/argo-investments-limited,"	6955510000",9.18,0.04,0.44,Financials
ASX:MGOC,"Magellan Global Fund (Open Class) (Managed Fund) (ASX:MGOC)",https://www.listcorp.com/asx/mgoc/magellan-global-fund-open-class-managed-fund,"	6882330000",3.16,0.01,0.32,Unclassified
ASX:MEZ,"Meridian Energy Limited (ASX:MEZ)",https://www.listcorp.com/asx/mez/meridian-energy-limited,"	6831270000",5.14,-0.12,-2.28,Utilities
ASX:CDA,"Codan Limited (ASX:CDA)",https://www.listcorp.com/asx/cda/codan-limited,"	6618040000",34.9,-1.49,-4.09,"Information Technology"
ASX:GMD,"Genesis Minerals Limited (ASX:GMD)",https://www.listcorp.com/asx/gmd/genesis-minerals-limited,"	6554410000",5.67,-0.07,-1.22,Materials
ASX:EDV,"Endeavour Group Limited (ASX:EDV)",https://www.listcorp.com/asx/edv/endeavour-group-limited,"	6446650000",3.62,0.03,0.84,"Consumer Staples"
ASX:PRU,"Perseus Mining Limited (ASX:PRU)",https://www.listcorp.com/asx/pru/perseus-mining-limited,"	6350780000",4.67,-0.03,-0.64,Materials
ASX:VTS,"Vanguard US Total Market Shares Index ETF (ASX:VTS)",https://www.listcorp.com/asx/vts/vanguard-us-total-market-shares-index-etf,"	6341530000",510.28,-1.54,-0.3,Unclassified
ASX:CGF,"Challenger Limited (ASX:CGF)",https://www.listcorp.com/asx/cgf/challenger-limited,"	6335620000",9.05,-0.11,-1.2,Financials
ASX:DACE,"Dimensional Australian Core Equity Trust (Managed Fund) (ASX:DACE)",https://www.listcorp.com/asx/dace/dimensional-australian-core-equity-trust-managed-fund,"	6293290000",18.29,-0.09,-0.49,Unclassified
ASX:STW,"SPDR S&P/ASX 200 Fund (ASX:STW)",https://www.listcorp.com/asx/stw/spdr-s-and-p-asx-200-fund,"	6271670000",79.16,-0.64,-0.8,Unclassified
ASX:RMS,"Ramelius Resources Limited (ASX:RMS)",https://www.listcorp.com/asx/rms/ramelius-resources,"	6255230000",3.2,-0.05,-1.54,Materials
ASX:WHC,"Whitehaven Coal Limited (ASX:WHC)",https://www.listcorp.com/asx/whc/whitehaven-coal,"	5979570000",7.15,-0.05,-0.69,Energy
ASX:AZJ,"Aurizon Holdings Limited (ASX:AZJ)",https://www.listcorp.com/asx/azj/aurizon-holdings-limited,"	5934010000",3.4,0.01,0.29,Industrials
ASX:AGL,"AGL Energy Limited (ASX:AGL)",https://www.listcorp.com/asx/agl/agl-energy-limited,"	5906720000",8.87,0.09,1.03,Utilities
ASX:SDF,"Steadfast Group Limited (ASX:SDF)",https://www.listcorp.com/asx/sdf/steadfast-group,"	5882440000",5.26,-0.03,-0.57,Financials
ASX:VGAD,"Vanguard MSCI Index International Shares (Hedged) ETF (ASX:VGAD)",https://www.listcorp.com/asx/vgad/vanguard-msci-index-international-shares-hedged-etf,"	5773120000",117.8,-0.91,-0.77,Unclassified
ASX:DNL,"Dyno Nobel Limited (ASX:DNL)",https://www.listcorp.com/asx/dnl/dyno-nobel-limited,"	5763140000",3.2,-0.01,-0.31,Materials
ASX:VHY,"Vanguard Australian Shares High Yield ETF (ASX:VHY)",https://www.listcorp.com/asx/vhy/vanguard-australian-shares-high-yield-etf,"	5751370000",78.61,0.15,0.19,Unclassified
ASX:CWY,"Cleanaway Waste Management Limited (ASX:CWY)",https://www.listcorp.com/asx/cwy/cleanaway-waste-management-limited,"	5710700000",2.58,0.03,1.18,Industrials
ASX:CMM,"Capricorn Metals Ltd (ASX:CMM)",https://www.listcorp.com/asx/cmm/capricorn-metals-ltd,"	5611010000",12.82,-0.18,-1.38,Materials
ASX:IOO,"iShares Global 100 ETF (ASX:IOO)",https://www.listcorp.com/asx/ioo/ishares-global-100-etf,"	5360310000",189.43,-0.70,-0.37,Unclassified
ASX:TLX,"Telix Pharmaceuticals Limited (ASX:TLX)",https://www.listcorp.com/asx/tlx/telix-pharmaceuticals-limited,"	5331110000",15.56,-0.19,-1.21,"Health Care"
ASX:ANN,"Ansell Limited (ASX:ANN)",https://www.listcorp.com/asx/ann/ansell-limited,"	5204830000",35.93,-0.07,-0.19,"Health Care"
ASX:EBO,"EBOS Group Limited (ASX:EBO)",https://www.listcorp.com/asx/ebo/ebos-group-limited,"	5119190000",25.14,0.17,0.68,"Health Care"
ASX:DOW,"Downer EDI Limited (ASX:DOW)",https://www.listcorp.com/asx/dow/downer-edi-limited,"	5099300000",7.72,0.08,1.05,Industrials
ASX:WGX,"Westgold Resources Limited (ASX:WGX)",https://www.listcorp.com/asx/wgx/westgold-resources-limited,"	5007610000",5.27,-0.03,-0.57,Materials
ASX:ZIP,"Zip Co Limited (ASX:ZIP)",https://www.listcorp.com/asx/zip/zip-co-limited,"	4983830000",3.77,-0.10,-2.58,Financials
ASX:DGCE,"Dimensional Global Core Equity Trust (Managed Fund)  Unhedged Class (ASX:DGCE)",https://www.listcorp.com/asx/dgce/dimensional-global-core-equity-trust-managed-fund-unhedged-class,"	4955930000",30.09,-0.05,-0.17,Unclassified
ASX:GGP,"Greatland Resources Limited (ASX:GGP)",https://www.listcorp.com/asx/ggp/greatland-resources-limited,"	4923320000",7.26,-0.08,-1.09,Materials
ASX:VEU,"Vanguard All-World Ex-US Shares Index ETF (ASX:VEU)",https://www.listcorp.com/asx/veu/vanguard-all-world-ex-us-shares-index-etf,"	4858210000",110.5,-0.79,-0.71,Unclassified
ASX:VAU,"Vault Minerals Limited (ASX:VAU)",https://www.listcorp.com/asx/vau/vault-minerals-limited,"	4819560000",0.695,-0.01,-2.11,Materials
ASX:RRL,"Regis Resources Limited (ASX:RRL)",https://www.listcorp.com/asx/rrl/regis-resources-limited,"	4770690000",6.28,-0.02,-0.32,Materials
ASX:VNT,"Ventia Services Group Limited (ASX:VNT)",https://www.listcorp.com/asx/vnt/ventia-services-group-limited,"	4732330000",5.65,-0.02,-0.35,Industrials
ASX:TWE,"Treasury Wine Estates Limited (ASX:TWE)",https://www.listcorp.com/asx/twe/treasury-wine-estates-limited,"	4707360000",5.82,-0.01,-0.17,"Consumer Staples"
ASX:XYZ,"Block Inc. (ASX:XYZ)",https://www.listcorp.com/asx/xyz/block-inc,"	4607420000",111.34,-1.46,-1.29,Financials
ASX:BOQ,"Bank of Queensland Limited (ASX:BOQ)",https://www.listcorp.com/asx/boq/bank-of-queensland-limited,"	4550910000",6.89,0.01,0.15,Financials
ASX:AMP,"AMP Limited (ASX:AMP)",https://www.listcorp.com/asx/amp/amp-limited,"	4430540000",1.725,-0.03,-1.43,Financials
ASX:GQG,"GQG Partners Inc. (ASX:GQG)",https://www.listcorp.com/asx/gqg/gqg-partners,"	4359050000",1.45,-0.02,-1.69,Financials
ASX:AAA,"BetaShares Australian High Interest Cash ETF (ASX:AAA)",https://www.listcorp.com/asx/aaa/betashares-australian-high-interest-cash-etf,"	4316530000",50.09,0.00,0,Unclassified
ASX:PNI,"Pinnacle Investment Management Group Limited (ASX:PNI)",https://www.listcorp.com/asx/pni/pinnacle-investment-management-group-limited,"	4232400000",18.28,-0.32,-1.72,Financials
ASX:MTS,"Metcash Limited (ASX:MTS)",https://www.listcorp.com/asx/mts/metcash-limited,"	4209130000",3.84,0.01,0.26,"Consumer Staples"
ASX:BRG,"Breville Group Limited (ASX:BRG)",https://www.listcorp.com/asx/brg/breville-group-limited,"	4194410000",29.43,0.47,1.62,"Consumer Discretionary"
ASX:AUB,"AUB Group Limited (ASX:AUB)",https://www.listcorp.com/asx/aub/aub-group-limited,"	4188990000",36.04,0.11,0.31,Financials
ASX:PDN,"Paladin Energy Limited (ASX:PDN)",https://www.listcorp.com/asx/pdn/paladin-energy,"	4174260000",8.46,-0.83,-8.93,Energy
ASX:HYGG,"Hyperion Global Growth Companies Fund (Managed Fund) (ASX:HYGG)",https://www.listcorp.com/asx/hygg/hyperion-global-growth-companies-fund-managed-fund,"	4053180000",7.54,-0.17,-2.2,Unclassified
ASX:LOV,"Lovisa Holdings Limited (ASX:LOV)",https://www.listcorp.com/asx/lov/lovisa-holdings-limited,"	4017590000",37.09,0.81,2.23,"Consumer Discretionary"
ASX:SPK,"Spark New Zealand Limited (ASX:SPK)",https://www.listcorp.com/asx/spk/spark-new-zealand-limited,"	3950330000",2.07,-0.02,-0.96,"Communication Services"
ASX:IGO,"IGO Limited (ASX:IGO)",https://www.listcorp.com/asx/igo/igo-limited,"	3930220000",5.06,-0.13,-2.5,Materials
ASX:TUA,"Tuas Limited (ASX:TUA)",https://www.listcorp.com/asx/tua/tuas-limited,"	3849740000",7.02,0.00,0,"Communication Services"
ASX:ETHI,"BetaShares Global Sustainability Leaders ETF (ASX:ETHI)",https://www.listcorp.com/asx/ethi/betashares-global-sustainability-leaders-etf,"	3815530000",16.58,-0.08,-0.48,Unclassified
ASX:LNW,"Light & Wonder Inc (ASX:LNW)",https://www.listcorp.com/asx/lnw/light-and-wonder-inc,"	3813270000",115.38,-0.61,-0.53,"Consumer Discretionary"
ASX:CEN,"Contact Energy Limited (ASX:CEN)",https://www.listcorp.com/asx/cen/contact-energy-limited,"	3807270000",8,-0.25,-3.03,Utilities
ASX:LLC,"Lendlease Group (ASX:LLC)",https://www.listcorp.com/asx/llc/lendlease-group,"	3798560000",5.49,-0.01,-0.18,"Real Estate"
ASX:VBND,"Vanguard Global Aggregate Bond Index (Hedged) ETF (ASX:VBND)",https://www.listcorp.com/asx/vbnd/vanguard-global-aggregate-bond-index-hedged-etf,"	3760640000",42.69,0.06,0.14,Unclassified
ASX:DFGH,"Dimensional Global Core Equity Trust (Managed Fund)  AUD Hedged Class (ASX:DFGH)",https://www.listcorp.com/asx/dfgh/dimensional-global-core-equity-trust-managed-fund-aud-hedged-class,"	3657920000",39.56,-0.39,-0.98,Unclassified
ASX:DRO,"Droneshield Limited (ASX:DRO)",https://www.listcorp.com/asx/dro/droneshield-limited,"	3639210000",3.85,-0.31,-7.45,Industrials
ASX:BFL,"BSP Financial Group Limited (ASX:BFL)",https://www.listcorp.com/asx/bfl/bsp-financial-group-limited,"	3597590000",7.76,0.06,0.78,Financials
ASX:SUL,"Super Retail Group Limited (ASX:SUL)",https://www.listcorp.com/asx/sul/super-retail-group-limited,"	3572580000",15.82,0.00,0,"Consumer Discretionary"
ASX:CNU,"Chorus Limited (ASX:CNU)",https://www.listcorp.com/asx/cnu/chorus-limited,"	3570890000",8.27,0.04,0.49,"Communication Services"
ASX:NHF,"NIB Holdings Limited (ASX:NHF)",https://www.listcorp.com/asx/nhf/nib-holdings-limited,"	3547420000",7.35,0.08,1.1,Financials
ASX:NHC,"New Hope Corporation Limited (ASX:NHC)",https://www.listcorp.com/asx/nhc/new-hope-corporation-limited,"	3542160000",4.18,-0.02,-0.48,Energy
ASX:WAF,"West African Resources Limited (ASX:WAF)",https://www.listcorp.com/asx/waf/west-african-resources,"	3468830000",3.04,0.00,0,Materials
ASX:VDHG,"Vanguard Diversified High Growth Index ETF (ASX:VDHG)",https://www.listcorp.com/asx/vdhg/vanguard-diversified-high-growth-index-etf,"	3372950000",73.98,-0.23,-0.31,Unclassified
ASX:IAF,"iShares Core Composite Bond ETF (ASX:IAF)",https://www.listcorp.com/asx/iaf/ishares-core-composite-bond-etf,"	3370710000",103.42,0.24,0.23,Unclassified
ASX:LTR,"Liontown Resources Limited (ASX:LTR)",https://www.listcorp.com/asx/ltr/liontown-resources-limited,"	3321780000",1.08,-0.05,-4.42,Materials
ASX:AAI,"Alcoa Corporation (ASX:AAI)",https://www.listcorp.com/asx/aai/alcoa-corporation,"	3254510000",54.81,-2.21,-3.88,Unclassified
ASX:VAP,"Vanguard Australian Property Securities Index ETF (ASX:VAP)",https://www.listcorp.com/asx/vap/vanguard-australian-property-securities-index-etf,"	3238490000",99.7,-1.64,-1.62,Unclassified
ASX:NSR,"National Storage REIT (ASX:NSR)",https://www.listcorp.com/asx/nsr/national-storage-reit,"	3187220000",2.25,-0.02,-0.88,"Real Estate"
ASX:EMR,"Emerald Resources NL (ASX:EMR)",https://www.listcorp.com/asx/emr/emerald-resources-nl,"	3168440000",4.8,0.00,0,Materials
ASX:IHVV,"iShares S&P 500 (AUD Hedged) ETF (ASX:IHVV)",https://www.listcorp.com/asx/ihvv/ishares-s-and-p-500-aud-hedged-etf,"	3148460000",61.58,-0.55,-0.89,Unclassified
ASX:FBU,"Fletcher Building Limited (ASX:FBU)",https://www.listcorp.com/asx/fbu/fletcher-building-limited,"	3117200000",2.97,0.07,2.41,Industrials
