Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:MQYM,"Macquarie Global Yield Maximiser Active ETF (ASX:MQYM)",https://www.listcorp.com/asx/mqym/macquarie-global-yield-maximiser-active-etf,"	19579000",50.13,-0.05,-0.1,Unclassified
ASX:AAP,"Australian Agricultural Projects Limited (ASX:AAP)",https://www.listcorp.com/asx/aap/australian-agricultural-projects-limited,"	19536000",0.053,0.00,0,"Consumer Staples"
ASX:IGRO,"iShares High Growth ESG ETF (ASX:IGRO)",https://www.listcorp.com/asx/igro/ishares-high-growth-esg-etf,"	19478800",35.63,-0.35,-0.97,Unclassified
ASX:MIO,"Macarthur Minerals Limited (ASX:MIO)",https://www.listcorp.com/asx/mio/macarthur-minerals-limited,"	19404300",0.061,0.00,0,Materials
ASX:CQT,"Conneqt Health Limited (ASX:CQT)",https://www.listcorp.com/asx/cqt/conneqt-health-limited,"	19385300",0.033,-0.00,-2.94,"Health Care"
ASX:EAX,"Energy Action Limited (ASX:EAX)",https://www.listcorp.com/asx/eax/energy-action,"	19327100",0.48,0.00,0,Industrials
ASX:VBX,"VBX Limited (ASX:VBX)",https://www.listcorp.com/asx/vbx/vbx-limited,"	19319400",0.48,0.00,1.05,Materials
ASX:EME,"Energy Metals Limited (ASX:EME)",https://www.listcorp.com/asx/eme/energy-metals-limited,"	19290900",0.089,-0.00,-3.26,Energy
ASX:W2V,"Way 2 VAT Ltd (ASX:W2V)",https://www.listcorp.com/asx/w2v/way-2-vat-ltd,"	19169500",0.009,0.00,0,"Information Technology"
ASX:AGH,"Althea Group Holdings Limited (ASX:AGH)",https://www.listcorp.com/asx/agh/althea-group-holdings-limited,"	19034500",0.019,0.00,0,"Health Care"
ASX:BPP,"Babylon Pump & Power Limited (ASX:BPP)",https://www.listcorp.com/asx/bpp/babylon-pump-and-power-limited,"	19034500",0.005,0.00,0,Industrials
ASX:SPQ,"Superior Resources Limited (ASX:SPQ)",https://www.listcorp.com/asx/spq/superior-resources-limited,"	18991900",0.009,0.00,12.5,Materials
ASX:BTC,"BTC health Limited (ASX:BTC)",https://www.listcorp.com/asx/btc/btc-health-limited,"	18868800",0.058,0.00,0,Financials
ASX:LU7,"Lithium Universe Limited (ASX:LU7)",https://www.listcorp.com/asx/lu7/lithium-universe-limited,"	18856200",0.012,-0.00,-7.69,Materials
ASX:DGR,"DGR Global Limited (ASX:DGR)",https://www.listcorp.com/asx/dgr/dgr-global-limited,"	18786500",0.018,0.00,0,Materials
ASX:JAV,"Javelin Minerals Limited (ASX:JAV)",https://www.listcorp.com/asx/jav/javelin-minerals-limited,"	18756700",0.003,0.00,0,Materials
ASX:ADX,"ADX Energy Limited (ASX:ADX)",https://www.listcorp.com/asx/adx/adx-energy-limited,"	18755200",0.035,0.00,9.37,Energy
ASX:AZI,"Altamin Limited (ASX:AZI)",https://www.listcorp.com/asx/azi/altamin-limited,"	18750400",0.025,0.00,0,Materials
ASX:NOV,"Novatti Group Limited (ASX:NOV)",https://www.listcorp.com/asx/nov/novatti-group-limited,"	18731300",0.034,0.00,3.03,"Information Technology"
ASX:EXT,"Excite Technology Services Limited (ASX:EXT)",https://www.listcorp.com/asx/ext/excite-technology-services-limited,"	18730000",0.009,0.00,0,"Information Technology"
ASX:ZNO,"Zoono Group Limited (ASX:ZNO)",https://www.listcorp.com/asx/zno/zoono-group-limited,"	18685700",0.046,0.00,0,Materials
ASX:FOS,"FOS Capital Limited (ASX:FOS)",https://www.listcorp.com/asx/fos/fos-capital-limited,"	18558300",0.27,0.00,0,Industrials
ASX:EV8,"Everlast Minerals Ltd (ASX:EV8)",https://www.listcorp.com/asx/ev8/everlast-minerals-ltd,"	18551100",0.35,0.00,0,Materials
ASX:PRX,"Prodigy Gold NL (ASX:PRX)",https://www.listcorp.com/asx/prx/prodigy-gold-nl,"	18540100",0.051,-0.00,-7.27,Materials
ASX:LSA,"Lachlan Star Limited (ASX:LSA)",https://www.listcorp.com/asx/lsa/lachlan-star-limited,"	18510300",0.06,-0.00,-6.25,Materials
ASX:FZR,"Fitzroy River Corporation Ltd (ASX:FZR)",https://www.listcorp.com/asx/fzr/fitzroy-river-corporation-ltd,"	18352200",0.17,0.00,0,Energy
ASX:FMR,"FMR Resources Limited (ASX:FMR)",https://www.listcorp.com/asx/fmr/fmr-resources-limited,"	18170600",0.35,-0.02,-5.41,"Communication Services"
ASX:AHN,"Athena Resources Limited (ASX:AHN)",https://www.listcorp.com/asx/ahn/athena-resources-limited,"	18127700",0.008,0.00,0,Materials
ASX:PGM,"Platina Resources Limited (ASX:PGM)",https://www.listcorp.com/asx/pgm/platina-resources-limited,"	18058000",0.027,-0.00,-3.57,Materials
ASX:BRU,"Buru Energy Limited (ASX:BRU)",https://www.listcorp.com/asx/bru/buru-energy,"	18041900",0.016,-0.00,-11.11,Energy
ASX:NHE,"Noble Helium Limited (ASX:NHE)",https://www.listcorp.com/asx/nhe/noble-helium-limited,"	17985800",0.035,0.01,16.67,Energy
ASX:LIB,"Liberty Metals Ltd (ASX:LIB)",https://www.listcorp.com/asx/lib/liberty-metals-ltd,"	17948800",0.003,0.00,0,Materials
ASX:EQIN,"Investors Mutual Equity Income Fund - Complex ETF (ASX:EQIN)",https://www.listcorp.com/asx/eqin/investors-mutual-equity-income-fund-complex-etf,"	17882800",3.91,-0.01,-0.26,Unclassified
ASX:NTI,"Neurotech International Limited (ASX:NTI)",https://www.listcorp.com/asx/nti/neurotech-international-limited,"	17843600",0.017,0.00,0,"Health Care"
ASX:G200,"Betashares Wealth Builder Australia 200 Geared (30-40% LVR) Complex ETF (ASX:G200)",https://www.listcorp.com/asx/g200/betashares-wealth-builder-australia-200-geared-30-40-lvr-complex-etf,"	17827100",30.9,-0.06,-0.19,Unclassified
ASX:H100,"Betashares FTSE 100 Currency Hedged ETF (ASX:H100)",https://www.listcorp.com/asx/h100/betashares-ftse-100-currency-hedged-etf,"	17768200",12.6,-0.09,-0.71,Unclassified
ASX:1AE,"Aurora Energy Metals Limited (ASX:1AE)",https://www.listcorp.com/asx/1ae/aurora-energy-metals-limited,"	17727300",0.095,-0.00,-4.04,Materials
ASX:BRX,"Belararox Limited (ASX:BRX)",https://www.listcorp.com/asx/brx/belararox-limited,"	17687900",0.084,-0.00,-4.55,Materials
ASX:RRE,"Right Resources Limited (ASX:RRE)",https://www.listcorp.com/asx/rre/right-resources-limited,"	17687500",0.185,-0.02,-7.5,Unclassified
ASX:AMD,"Arrow Minerals Limited (ASX:AMD)",https://www.listcorp.com/asx/amd/arrow-minerals-limited,"	17555300",0.02,0.00,0,Materials
ASX:PGO,"Pacgold Limited (ASX:PGO)",https://www.listcorp.com/asx/pgo/pacgold-limited,"	17532400",0.063,0.00,1.61,Materials
ASX:VR8,"Vanadium Resources Limited (ASX:VR8)",https://www.listcorp.com/asx/vr8/vanadium-resources-limited,"	17492100",0.026,-0.00,-7.14,Materials
ASX:LOC,"Locate Technologies Limited (ASX:LOC)",https://www.listcorp.com/asx/loc/locate-technologies-limited,"	17475200",0.07,-0.00,-2.78,"Information Technology"
ASX:CD1,"Cordish Dixon Private Equity Fund I (ASX:CD1)",https://www.listcorp.com/asx/cd1/cordish-dixon-private-equity-fund-i,"	17361800",0.49,0.02,3.16,Financials
ASX:IS3,"I Synergy Group Limited (ASX:IS3)",https://www.listcorp.com/asx/is3/i-synergy-group-limited,"	17356700",0.01,0.00,0,"Information Technology"
ASX:ADEF,"Apostle Dundas Global Equity Fund (ASX:ADEF)",https://www.listcorp.com/asx/adef/apostle-dundas-global-equity-fund,"	17303200",6.28,-0.03,-0.48,Unclassified
ASX:LPM,"Lithium Plus Minerals Ltd (ASX:LPM)",https://www.listcorp.com/asx/lpm/lithium-plus-minerals-ltd,"	17269200",0.125,-0.01,-3.85,Materials
ASX:DXN,"DXN Limited (ASX:DXN)",https://www.listcorp.com/asx/dxn/dxn-limited,"	17162000",0.055,0.00,0,"Information Technology"
ASX:CYB,"AUCyber Limited (ASX:CYB)",https://www.listcorp.com/asx/cyb/aucyber-limited,"	17117300",0.082,0.00,0,"Information Technology"
ASX:BTE,"Botala Energy Ltd (ASX:BTE)",https://www.listcorp.com/asx/bte/botala-energy-ltd,"	17057100",0.061,0.00,0,Energy
ASX:NC6,"Nanollose Limited (ASX:NC6)",https://www.listcorp.com/asx/nc6/nanollose-limited,"	17028700",0.048,-0.01,-11.11,"Health Care"
ASX:SPN,"Sparc Technologies Limited (ASX:SPN)",https://www.listcorp.com/asx/spn/sparc-technologies-limited,"	17020300",0.135,-0.01,-6.9,Materials
ASX:GUL,"Gullewa Limited (ASX:GUL)",https://www.listcorp.com/asx/gul/gullewa,"	17005700",0.084,0.01,7.69,Materials
ASX:AVD,"AVADA Group Limited (ASX:AVD)",https://www.listcorp.com/asx/avd/avada-group-limited,"	16987000",0.2,0.00,0,Industrials
ASX:ACU,"Acumentis Group Limited (ASX:ACU)",https://www.listcorp.com/asx/acu/acumentis-group-limited,"	16944600",0.076,0.00,0,"Real Estate"
ASX:VMS,"Venari Minerals NL (ASX:VMS)",https://www.listcorp.com/asx/vms/venari-minerals-nl,"	16909100",0.015,-0.00,-6.25,Materials
ASX:PSL,"Paterson Resources Limited (ASX:PSL)",https://www.listcorp.com/asx/psl/paterson-resources-limited,"	16836900",0.03,-0.00,-6.25,Materials
ASX:CAZ,"Cazaly Resources Limited (ASX:CAZ)",https://www.listcorp.com/asx/caz/cazaly-resources,"	16825100",0.033,-0.00,-8.33,Materials
ASX:RPM,"RPM Automotive Group Limited (ASX:RPM)",https://www.listcorp.com/asx/rpm/rpm-automotive-group-limited,"	16808500",0.064,0.00,3.23,"Consumer Discretionary"
ASX:AMO,"Ambertech Limited (ASX:AMO)",https://www.listcorp.com/asx/amo/ambertech,"	16695800",0.17,-0.01,-2.86,"Information Technology"
ASX:NC1,"NiCo Resources Limited (ASX:NC1)",https://www.listcorp.com/asx/nc1/nico-resources-limited,"	16665800",0.125,-0.01,-7.41,Materials
ASX:AKA,"Aureka Limited (ASX:AKA)",https://www.listcorp.com/asx/aka/aureka-limited,"	16660500",0.13,0.00,0,Materials
ASX:HTM,"High-Tech Metals Limited (ASX:HTM)",https://www.listcorp.com/asx/htm/high-tech-metals-limited,"	16624500",0.28,0.00,0,Materials
ASX:EMB,"Embelton Limited (ASX:EMB)",https://www.listcorp.com/asx/emb/embelton-limited,"	16615500",7.7,0.00,0,Industrials
ASX:AKG,"Academies Australasia Group Limited (ASX:AKG)",https://www.listcorp.com/asx/akg/academies-australasia-group-limited,"	16576800",0.125,0.00,0,"Consumer Discretionary"
ASX:QNDQ,"Betashares Nasdaq 100 Equal Weight ETF (ASX:QNDQ)",https://www.listcorp.com/asx/qndq/betashares-nasdaq-100-equal-weight-etf,"	16507800",17.185,-0.18,-1.01,Unclassified
ASX:MDR,"MedAdvisor Limited (ASX:MDR)",https://www.listcorp.com/asx/mdr/medadvisor-limited,"	16452100",0.025,-0.00,-3.85,"Health Care"
ASX:INV,"InvestSMART Group Limited (ASX:INV)",https://www.listcorp.com/asx/inv/investsmart-group-limited,"	16414200",0.115,0.00,0,Financials
ASX:ROG,"Red Sky Energy Limited (ASX:ROG)",https://www.listcorp.com/asx/rog/red-sky-energy-limited,"	16266700",0.003,0.00,0,Energy
ASX:FRE,"Firebrick Pharma Limited (ASX:FRE)",https://www.listcorp.com/asx/fre/firebrick-pharma-limited,"	16100600",0.064,0.00,0,"Health Care"
ASX:CR1,"Constellation Resources Limited (ASX:CR1)",https://www.listcorp.com/asx/cr1/constellation-resources-limited,"	16078900",0.2,0.00,0,Materials
ASX:MXO,"Motio Limited (ASX:MXO)",https://www.listcorp.com/asx/mxo/motio-limited,"	16074600",0.054,-0.00,-5.26,"Communication Services"
ASX:JNS,"Janus Electric Holdings Limited (ASX:JNS)",https://www.listcorp.com/asx/jns/janus-electric-holdings-limited,"	16070600",0.17,0.00,0,Utilities
ASX:LNU,"Linius Technologies Limited (ASX:LNU)",https://www.listcorp.com/asx/lnu/linius-technologies-limited,"	16059700",0.002,0.00,0,"Information Technology"
ASX:AD1,"AdNeo Limited (ASX:AD1)",https://www.listcorp.com/asx/ad1/adneo-limited,"	15982600",0.042,0.00,0,"Information Technology"
ASX:BDG,"Black Dragon Gold Corp. (ASX:BDG)",https://www.listcorp.com/asx/bdg/black-dragon-gold-corp.,"	15977500",0.058,0.01,16,Materials
ASX:WLD,"Wellard Limited (ASX:WLD)",https://www.listcorp.com/asx/wld/wellard-limited,"	15937500",0.03,0.00,0,"Consumer Staples"
ASX:ALFA,"VanEck Australian Long Short Complex ETF (ASX:ALFA)",https://www.listcorp.com/asx/alfa/vaneck-australian-long-short-complex-etf,"	15926800",22.29,-0.46,-2.02,Unclassified
ASX:AUR,"Auris Minerals Limited (ASX:AUR)",https://www.listcorp.com/asx/aur/auris-minerals-limited,"	15895500",0.023,-0.01,-20.69,Materials
ASX:HMG,"Hamelin Gold Limited (ASX:HMG)",https://www.listcorp.com/asx/hmg/hamelin-gold-limited,"	15864300",0.075,-0.01,-6.25,Materials
ASX:LAM,"Laramide Resources Ltd (ASX:LAM)",https://www.listcorp.com/asx/lam/laramide-resources-ltd,"	15818200",0.71,-0.05,-6.89,Energy
ASX:IGN,"Ignite Limited (ASX:IGN)",https://www.listcorp.com/asx/ign/ignite-limited,"	15795900",0.955,0.00,0,Industrials
ASX:ADY,"Admiralty Resources NL (ASX:ADY)",https://www.listcorp.com/asx/ady/admiralty-resources,"	15776900",0.006,0.00,0,Materials
ASX:SNM,"Sentinel Metals Limited (ASX:SNM)",https://www.listcorp.com/asx/snm/sentinel-metals-limited,"	15772600",0.275,-0.01,-5.17,Unclassified
ASX:CND,"Condor Energy Limited (ASX:CND)",https://www.listcorp.com/asx/cnd/condor-energy-limited,"	15767800",0.021,-0.00,-4.55,Energy
ASX:RKT,"RocketDNA Limited (ASX:RKT)",https://www.listcorp.com/asx/rkt/rocketdna-limited,"	15563900",0.017,0.00,0,"Information Technology"
ASX:VPR,"Volt Group Limited (ASX:VPR)",https://www.listcorp.com/asx/vpr/volt-group-limited,"	15538500",0.15,0.01,3.45,Utilities
ASX:GLA,"Gladiator Resources Ltd (ASX:GLA)",https://www.listcorp.com/asx/gla/gladiator-resources,"	15463200",0.015,-0.00,-21.05,Materials
ASX:MHK,"Metal Hawk Limited (ASX:MHK)",https://www.listcorp.com/asx/mhk/metal-hawk-limited,"	15424100",0.125,0.00,0,Materials
ASX:CMG,"Critical Minerals Group Limited (ASX:CMG)",https://www.listcorp.com/asx/cmg/critical-minerals-group-limited,"	15392500",0.16,-0.01,-5.88,Materials
ASX:CF1,"Complii Fintech Solutions Ltd (ASX:CF1)",https://www.listcorp.com/asx/cf1/complii-fintech-solutions-ltd,"	15357800",0.026,0.00,0,"Information Technology"
ASX:VSR,"Voltaic Strategic Resources Ltd (ASX:VSR)",https://www.listcorp.com/asx/vsr/-voltaic-strategic-resources-ltd,"	15323900",0.025,-0.00,-7.41,Materials
ASX:TRM,"Truscott Mining Corporation (ASX:TRM)",https://www.listcorp.com/asx/trm/truscott-mining,"	15263700",0.08,0.00,2.56,Materials
ASX:BUGG,"Global X Cybersecurity ETF (ASX:BUGG)",https://www.listcorp.com/asx/bugg/global-x-cybersecurity-etf,"	15256500",12.56,-0.13,-1.02,Unclassified
ASX:ATS,"Australis Oil & Gas Ltd (ASX:ATS)",https://www.listcorp.com/asx/ats/australis-oil-and-gas-ltd,"	15216600",0.012,0.00,4.35,Energy
ASX:ORP,"Orpheus Uranium Limited (ASX:ORP)",https://www.listcorp.com/asx/orp/orpheus-uranium-limited,"	15211600",0.054,0.00,0,Materials
ASX:SSH,"SSH Group Ltd (ASX:SSH)",https://www.listcorp.com/asx/ssh/ssh-group-ltd,"	15194900",0.155,-0.01,-6.06,Industrials
ASX:1AI,"Algorae Pharmaceuticals Limited (ASX:1AI)",https://www.listcorp.com/asx/1ai/algorae-pharmaceuticals-limited,"	15186600",0.009,0.00,0,"Health Care"
ASX:IG6,"International Graphite Limited (ASX:IG6)",https://www.listcorp.com/asx/ig6/international-graphite-limited,"	15151200",0.07,-0.01,-9.09,Industrials
ASX:TIO,"Temas Resources Corp. (ASX:TIO)",https://www.listcorp.com/asx/tio/temas-resources-corp,"	15125000",0.25,-0.02,-9.09,Unclassified
ASX:1MC,"Morella Corporation Limited (ASX:1MC)",https://www.listcorp.com/asx/1mc/morella-corporation-limited,"	15105600",0.037,-0.00,-9.76,Materials
ASX:IME,"ImExHS Limited (ASX:IME)",https://www.listcorp.com/asx/ime/imexhs-limited,"	15096700",0.26,-0.02,-7.14,"Health Care"
ASX:TYX,"Tyranna Resources Limited (ASX:TYX)",https://www.listcorp.com/asx/tyx/tyranna-resources-limited,"	15093700",0.005,0.00,11.11,Materials
ASX:BLU,"Blue Energy Limited (ASX:BLU)",https://www.listcorp.com/asx/blu/blue-energy,"	15059900",0.005,0.00,0,Energy
ASX:RCL,"ReadCloud Limited (ASX:RCL)",https://www.listcorp.com/asx/rcl/readcloud-limited,"	15054700",0.099,0.00,1.02,"Information Technology"
ASX:MAN,"Mandrake Resources Limited (ASX:MAN)",https://www.listcorp.com/asx/man/mandrake-resources-limited,"	15054200",0.024,0.00,0,Materials
ASX:NVO,"Novo Resources Corp (ASX:NVO)",https://www.listcorp.com/asx/nvo/novo-resources-corp,"	15004700",0.135,-0.00,-3.57,Materials
ASX:GDM,"Great Divide Mining Ltd (ASX:GDM)",https://www.listcorp.com/asx/gdm/great-divide-mining-ltd,"	14904100",0.3375,0.01,2.27,Materials
ASX:NXN,"Nexsen Limited (ASX:NXN)",https://www.listcorp.com/asx/nxn/nexsen-limited,"	14876000",0.17,-0.03,-17.07,"Health Care"
ASX:ALM,"Alma Metals Limited (ASX:ALM)",https://www.listcorp.com/asx/alm/alma-metals-limited,"	14857900",0.007,-0.00,-12.5,Energy
ASX:BMM,"Bayan Mining and Minerals Limited (ASX:BMM)",https://www.listcorp.com/asx/bmm/bayan-mining-and-minerals-limited,"	14854900",0.105,-0.01,-4.55,Materials
ASX:GT1,"Green Technology Metals Limited (ASX:GT1)",https://www.listcorp.com/asx/gt1/green-technology-metals-limited,"	14849100",0.023,-0.00,-8,Materials
ASX:BMG,"BMG Resources Limited (ASX:BMG)",https://www.listcorp.com/asx/bmg/bmg-resources,"	14774400",0.015,-0.00,-6.25,Materials
ASX:SRR,"Sarama Resources Limited (ASX:SRR)",https://www.listcorp.com/asx/srr/sarama-resources-limited,"	14768300",0.049,0.01,22.5,Materials
ASX:SKM,"Skylark Minerals Limited (ASX:SKM)",https://www.listcorp.com/asx/skm/skylark-minerals-limited,"	14765100",0.19,-0.02,-9.52,Materials
ASX:IVG,"Invert Graphite Limited (ASX:IVG)",https://www.listcorp.com/asx/ivg/invert-graphite-limited,"	14728300",0.04,-0.00,-6.98,Materials
ASX:OD6,"OD6 Metals Limited (ASX:OD6)",https://www.listcorp.com/asx/od6/od6-metals-limited,"	14720800",0.068,-0.01,-8.11,Materials
ASX:RVT,"Richmond Vanadium Technology Limited (ASX:RVT)",https://www.listcorp.com/asx/rvt/richmond-vanadium-technology-limited,"	14677400",0.067,0.00,0,Materials
ASX:GIVE,"Perpetual ESG Australian Share Fund (Managed Fund) (ASX:GIVE)",https://www.listcorp.com/asx/give/perpetual-esg-australian-share-fund-managed-fund,"	14671100",3.03,-0.02,-0.66,Unclassified
ASX:OZM,"OzAurum Resources Limited (ASX:OZM)",https://www.listcorp.com/asx/ozm/ozaurum-resources-limited,"	14662500",0.056,-0.01,-12.5,Materials
ASX:FG1,"Flynn Gold Limited (ASX:FG1)",https://www.listcorp.com/asx/fg1/flynn-gold-limited,"	14607700",0.022,-0.00,-8.33,Materials
ASX:SPX,"Spenda Limited (ASX:SPX)",https://www.listcorp.com/asx/spx/spenda-limited,"	14594600",0.003,0.00,0,"Information Technology"
ASX:RGL,"Riversgold Limited (ASX:RGL)",https://www.listcorp.com/asx/rgl/riversgold-limited,"	14586000",0.007,0.00,0,Materials
ASX:AKO,"Akora Resources Limited (ASX:AKO)",https://www.listcorp.com/asx/ako/akora-resources-limited,"	14567700",0.084,0.00,0,Materials
ASX:EVG,"Evion Group NL (ASX:EVG)",https://www.listcorp.com/asx/evg/evion-group-nl,"	14550700",0.031,-0.00,-3.13,Materials
ASX:KOB,"Koba Resources Limited (ASX:KOB)",https://www.listcorp.com/asx/kob/koba-resources-limited,"	14503000",0.069,-0.00,-5.48,Materials
ASX:NGX,"NGX Limited (ASX:NGX)",https://www.listcorp.com/asx/ngx/ngx-limited,"	14497900",0.16,0.00,0,Materials
ASX:MHC,"Manhattan Corporation Limited (ASX:MHC)",https://www.listcorp.com/asx/mhc/manhattan-corporation-limited,"	14491700",0.024,-0.00,-7.69,Materials
ASX:CP8,"Canadian Phosphate Limited (ASX:CP8)",https://www.listcorp.com/asx/cp8/canadian-phosphate-limited,"	14417700",0.047,0.00,0,Materials
ASX:NFL,"Norfolk Metals Limited (ASX:NFL)",https://www.listcorp.com/asx/nfl/norfolk-metals-limited,"	14407400",0.165,-0.01,-8.33,Materials
ASX:1CG,"One Click Group Limited (ASX:1CG)",https://www.listcorp.com/asx/1cg/one-click-group-limited,"	14380100",0.01,-0.00,-9.09,Industrials
ASX:JAT,"Jatcorp Limited (ASX:JAT)",https://www.listcorp.com/asx/jat/jatcorp-limited,"	14325300",0.16,-0.01,-5.88,"Consumer Discretionary"
ASX:AEI,"Aeris Environmental Ltd (ASX:AEI)",https://www.listcorp.com/asx/aei/aeris-environmental,"	14299600",0.058,0.00,0,Industrials
ASX:X2M,"X2M Connect Limited (ASX:X2M)",https://www.listcorp.com/asx/x2m/x2m-connect-limited,"	14183900",0.012,-0.00,-14.29,"Information Technology"
ASX:KM1,"Kali Metals Limited (ASX:KM1)",https://www.listcorp.com/asx/km1/kali-metals-limited,"	14183700",0.155,0.00,0,Materials
ASX:SCN,"Scorpion Minerals Limited (ASX:SCN)",https://www.listcorp.com/asx/scn/scorpion-minerals-limited,"	14156300",0.021,-0.01,-22.22,Materials
ASX:MRR,"Minrex Resources Limited (ASX:MRR)",https://www.listcorp.com/asx/mrr/minrex-resources-limited,"	14103300",0.012,-0.00,-7.69,Materials
ASX:SP8,"StreamPlay Studio Limited (ASX:SP8)",https://www.listcorp.com/asx/sp8/streamplay-studio-limited,"	14095000",0.012,0.00,9.09,"Communication Services"
ASX:ENX,"Enegex Limited (ASX:ENX)",https://www.listcorp.com/asx/enx/enegex-limited,"	14094100",0.037,0.00,0,Materials
ASX:FHS,"Freehill Mining Limited (ASX:FHS)",https://www.listcorp.com/asx/fhs/freehill-mining-limited,"	14070400",0.004,0.00,0,Materials
ASX:DYM,"Dynamic Metals Limited (ASX:DYM)",https://www.listcorp.com/asx/dym/dynamic-metals-limited,"	14038900",0.285,0.00,0,Materials
ASX:SOP,"Synertec Corporation Limited (ASX:SOP)",https://www.listcorp.com/asx/sop/synertec-corporation-limited,"	14022000",0.023,-0.00,-14.81,Industrials
ASX:GG1,"Green & Gold Minerals Limited (ASX:GG1)",https://www.listcorp.com/asx/gg1/green-and-gold-minerals-limited,"	13957300",0.22,-0.02,-8.33,Materials
ASX:ITM,"iTech Minerals Ltd (ASX:ITM)",https://www.listcorp.com/asx/itm/itech-minerals,"	13855400",0.054,-0.00,-6.9,Materials
ASX:EQN,"Equinox Resources Limited (ASX:EQN)",https://www.listcorp.com/asx/eqn/equinox-resources-limited,"	13851000",0.083,-0.01,-6.74,Materials
ASX:DAL,"Dalaroo Metals Ltd (ASX:DAL)",https://www.listcorp.com/asx/dal/dalaroo-metals-ltd,"	13834800",0.039,-0.01,-15.22,Materials
ASX:KLV,"Klevo Rewards Limited (ASX:KLV)",https://www.listcorp.com/asx/klv/klevo-rewards-limited,"	13823700",0.009,0.00,0,Industrials
ASX:AOH,"Assetora Limited (ASX:AOH)",https://www.listcorp.com/asx/aoh/assetora-limited,"	13814400",0.055,0.00,0,Financials
ASX:BNR,"Bulletin Resources Limited (ASX:BNR)",https://www.listcorp.com/asx/bnr/bulletin-resources-limited,"	13799800",0.047,0.00,0,Materials
ASX:WOA,"Wide Open Agriculture Ltd (ASX:WOA)",https://www.listcorp.com/asx/woa/wide-open-agriculture-ltd,"	13743400",0.019,-0.00,-9.52,"Consumer Staples"
ASX:IUSG,"iShares U.S. Treasury Bond (AUD Hedged) ETF (ASX:IUSG)",https://www.listcorp.com/asx/iusg/ishares-u.s.-treasury-bond-aud-hedged-etf,"	13681100",101.49,0.24,0.24,Unclassified
ASX:PRO,"Prophecy International (ASX:PRO)",https://www.listcorp.com/asx/pro/prophecy-international,"	13644300",0.185,0.00,0,"Information Technology"
ASX:MRQ,"MRG Metals Limited (ASX:MRQ)",https://www.listcorp.com/asx/mrq/mrg-metals-limited,"	13632600",0.005,0.00,0,Materials
ASX:RIL,"Redivium Limited (ASX:RIL)",https://www.listcorp.com/asx/ril/redivium-limited,"	13609400",0.004,0.00,0,Materials
ASX:UWC,"Underwood Capital Limited (ASX:UWC)",https://www.listcorp.com/asx/uwc/underwood-capital-limited,"	13551600",0.066,0.00,0,Financials
ASX:RIIF,"Resolution Capital Global Listed Infrastructure Fund  Active ETF (ASX:RIIF)",https://www.listcorp.com/asx/riif/resolution-capital-global-listed-infrastructure-fund-active-etf,"	13537900",1.155,0.00,0,Unclassified
ASX:GIB,"Gibb River Diamonds Limited (ASX:GIB)",https://www.listcorp.com/asx/gib/gibb-river-diamonds-limited,"	13514100",0.057,-0.01,-9.52,Materials
ASX:CBL,"Control Bionics Limited (ASX:CBL)",https://www.listcorp.com/asx/cbl/control-bionics-limited,"	13433700",0.041,0.00,7.89,"Health Care"
ASX:SW1,"Swift Networks Group Limited (ASX:SW1)",https://www.listcorp.com/asx/sw1/swift-networks-group-limited,"	13431600",0.011,-0.00,-8.33,"Communication Services"
ASX:SMM,"Somerset Minerals Limited (ASX:SMM)",https://www.listcorp.com/asx/smm/somerset-minerals-limited,"	13421200",0.013,-0.00,-7.14,Materials
ASX:TMX,"Terrain Minerals Limited (ASX:TMX)",https://www.listcorp.com/asx/tmx/terrain-minerals-limited,"	13409100",0.005,0.00,0,Materials
ASX:NWM,"Norwest Minerals Limited (ASX:NWM)",https://www.listcorp.com/asx/nwm/norwest-minerals-limited,"	13391400",0.014,0.00,7.69,Materials
ASX:ODA,"Orcoda Limited (ASX:ODA)",https://www.listcorp.com/asx/oda/orcoda-limited,"	13313500",0.072,0.00,1.41,"Information Technology"
ASX:PAB,"Patrys Limited (ASX:PAB)",https://www.listcorp.com/asx/pab/patrys-limited,"	13288400",0.037,-0.00,-5.13,"Health Care"
ASX:NAE,"New Age Exploration Limited (ASX:NAE)",https://www.listcorp.com/asx/nae/new-age-exploration,"	13232000",0.003,-0.00,-25,Energy
ASX:NES,"Nelson Resources Limited (ASX:NES)",https://www.listcorp.com/asx/nes/nelson-resources-limited,"	13179600",0.006,0.00,0,Materials
ASX:UYLD,"Global X S&P 500 Covered Call ETF (ASX:UYLD)",https://www.listcorp.com/asx/uyld/global-x-s-and-p-500-covered-call-etf,"	13169800",11.02,0.04,0.36,Unclassified
ASX:ADD,"Adavale Resources Limited (ASX:ADD)",https://www.listcorp.com/asx/add/adavale-resources,"	13165600",0.049,0.00,0,Materials
ASX:NSM,"North Stawell Minerals Limited (ASX:NSM)",https://www.listcorp.com/asx/nsm/north-stawell-minerals-limited,"	13152200",0.037,0.00,0,Materials
ASX:OMX,"Orange Minerals NL (ASX:OMX)",https://www.listcorp.com/asx/omx/orange-minerals-nl,"	13058100",0.07,-0.01,-9.09,Materials
