EAS,20191119,0.9,0.95,0.9,0.95,29315
EAX,20191119,0.3,0.3,0.3,0.3,1245
EBO,20191119,21.68,21.75,21,21.3,2042
ECG,20191119,0.03,0.03,0.03,0.03,5000
ECL,20191119,1.23,1.23,1.23,1.23,5000
ECS,20191119,0.046,0.049,0.046,0.049,304324
ECT,20191119,0.001,0.002,0.001,0.001,4965156
ECX,20191119,1.615,1.615,1.565,1.61,2546571
ED1,20191119,0.875,0.88,0.87,0.88,28820
EDE,20191119,0.047,0.049,0.047,0.047,263648
EFF,20191119,1.7,1.7,1.7,1.7,128760
EGD,20191119,2.16,2.17,2.16,2.17,115413
EGF,20191119,1.68,1.69,1.68,1.68,273566
EGG,20191119,2.04,2.04,1.96,1.965,1011297
EGH,20191119,0.335,0.34,0.335,0.34,198092
EGI,20191119,1.105,1.11,1.105,1.11,1155709
EGN,20191119,0.53,0.53,0.53,0.53,231545
EHE,20191119,2.71,2.8,2.71,2.8,463191
EHH,20191119,0.096,0.125,0.096,0.11,2330910
EHL,20191119,2.09,2.19,2.08,2.17,1458521
ELD,20191119,6.53,6.63,6.45,6.58,725331
ELO,20191119,6.39,6.39,6.17,6.32,14613
ELS,20191119,0.475,0.475,0.46,0.475,33834
ELX,20191119,0.58,0.58,0.565,0.565,23283
EM1,20191119,0.016,0.016,0.016,0.016,37500
EMH,20191119,0.43,0.43,0.4,0.4,188897
EML,20191119,4.5,4.575,4.3,4.35,1349331
EMP,20191119,0.04,0.041,0.04,0.041,489102
EMR,20191119,0.04,0.04,0.038,0.039,405564
EMU,20191119,0.048,0.048,0.048,0.048,10000
EMV,20191119,0.75,0.765,0.735,0.735,126146
EN1,20191119,0.023,0.023,0.023,0.023,3073574
ENA,20191119,0.015,0.015,0.015,0.015,160000
ENN,20191119,2.18,2.18,2.16,2.18,107219
ENR,20191119,0.155,0.155,0.15,0.155,155501
ENT,20191119,0.009,0.009,0.008,0.008,800799
ENX,20191119,0.008,0.008,0.008,0.008,67333
EOF,20191119,3.53,3.55,3.46,3.51,283529
EOS,20191119,6.8,6.8,6.5,6.66,489934
EPD,20191119,0.31,0.31,0.31,0.31,3673
EPM,20191119,0.004,0.004,0.004,0.004,500000
EQE,20191119,0.014,0.014,0.014,0.014,215033
EQT,20191119,31.36,31.57,31.36,31.41,2850
EQX,20191119,0.26,0.26,0.26,0.26,200000
ERA,20191119,0.18,0.18,0.16,0.165,874363
ERF,20191119,1.225,1.235,1.225,1.235,55997
ERL,20191119,0.008,0.008,0.008,0.008,300956
ERM,20191119,0.12,0.12,0.115,0.12,78746
ERX,20191119,0.074,0.076,0.072,0.072,1188984
ESE,20191119,0.012,0.013,0.012,0.013,222488
ESH,20191119,0.012,0.016,0.012,0.013,73471213
ESR,20191119,0.011,0.011,0.011,0.011,169376
EUC,20191119,0.022,0.024,0.021,0.023,4934960
EUR,20191119,0.086,0.086,0.086,0.086,3022
EVE,20191119,0.006,0.006,0.005,0.005,150000
EVN,20191119,3.96,3.96,3.87,3.93,8035804
EVO,20191119,0.135,0.145,0.13,0.145,1106591
